Subtype concept ID, Supertype concept ID, Subtype FSN, Supertype FSN
16235071000119108,161501007,History of idiopathic intracranial hypertension (situation),History of hypertension (situation)
161677002,161681002,History of artificial heart valve (situation),History of artificial heart (situation)
59551000119100,429962007,Family history of hereditary disease carrier state (situation),Family history of hereditary disease (situation)
168436000,274402003,Cervical smear: colposcopy needed (situation),Cervical smear: action (situation)
16216781000119107,271903000,History of cholestasis in pregnancy (situation),History of pregnancy (situation)
395671003,395081000,Cancer diagnosis discussed with partner in relationship (situation),Cancer diagnosis discussed (situation)
704051006,413756001,Referral to cardiac rehabilitation program declined (situation),Cardiac rehabilitation declined (situation)
11013011000119100,161687003,History of closure of colostomy (situation),History of colostomy (situation)
118321000119105,413350009,History of breast biopsy with benign finding (situation),Finding with explicit context (situation)
452321000124100,413350009,Imaging finding reviewed (situation),Finding with explicit context (situation)
161667004,161666008,History of heart valve recipient (situation),History of heart recipient (situation)
453291000124100,182985004,Medication dose changed in response to renal function (situation),Response to treatment (situation)
1098881000119107,861000119106,History of surface total hip arthroplasty (situation),History of total hip arthroplasty (situation)
246593008,373572006,Unilateral absent plantar response (situation),Clinical finding absent (situation)
439627005,440234007,History of threatening violent behavior toward others (situation),History of violent behavior toward others (situation)
165373004,165375006,Hematology test performed (situation),Blood sent for hematology test (situation)
10988321000119100,473155009,History of peripheral vascular angioplasty (situation),History of angioplasty (situation)
453221000124102,703943000,Discussed with dispensing pharmacist (situation),Discussed with pharmacist (situation)
726625000,15758941000119102,History of first degree perineal laceration (situation),History of perineal laceration (situation)
449651000124109,449641000124107,Primary care physician notified of test result (situation),Primary care physician notified of procedure (situation)
453281000124103,182985004,Medication dose changed in response to pharmacogenetic findings (situation),Response to treatment (situation)
69141000119102,285691000119108,History of prostate seed brachytherapy (situation),History of brachytherapy (situation)
725941005,15758941000119102,History of third degree perineal laceration (situation),History of perineal laceration (situation)
444094009,266991009,History of diabetes mellitus in child of subject (situation),History of metabolic disorder (situation)
59701000119109,161501007,History of portal hypertension (situation),History of hypertension (situation)
129851000119108,161615003,History of nasal sinus surgery (situation),History of surgery (situation)
69551000119109,275903009,History of squamous cell carcinoma (situation),History of carcinoma (situation)
12242871000119109,697949003,Suspected victim of child physical abuse (situation),Suspected victim of physical abuse (situation)
168338000,275885001,Urine sent for culture (situation),Urine for culture (situation)
714747005,713615000,Discussion about advance care planning declined (situation),Advance care planning declined (situation)
140491000119105,275903009,History of transitional cell carcinoma of kidney (situation),History of carcinoma (situation)
16464661000119103,313214000,History of intravenous drug abuse (situation),History of abuse (situation)
443861000,460616007,Educating parent of subject (situation),Education of family (situation)
443861000,297249002,Educating parent of subject (situation),Family history of procedure (situation)
37851000119107,473118009,History of correction of ventricular septal defect (situation),History of ventricular septal defect (situation)
168437009,274402003,Cervical smear - cervical biopsy needed (situation),Cervical smear: action (situation)
