Subtype concept ID, Supertype concept ID, Subtype FSN, Supertype FSN
396179009,258769000,Volume per unit mass (qualifier value),Unit of volume (qualifier value)
415793005,282391007,Units per unit mass per unit time (qualifier value),Units per unit time (qualifier value)
415793005,415792000,Units per unit mass per unit time (qualifier value),Units per unit mass (qualifier value)
272087001,272080004,Unit of optical lens power (qualifier value),Unit of power (qualifier value)
228900009,258784009,Unit of dietary energy measurement (qualifier value),Unit of energy (qualifier value)
118571000,118569000,Threshold arbitrary concentration (property) (qualifier value),Arbitrary concentration (property) (qualifier value)
399135007,399184004,Left anterior oblique projection (qualifier value),Left oblique projection (qualifier value)
118547007,118539007,Threshold mass concentration (property) (qualifier value),Mass concentration (property) (qualifier value)
261947005,261070000,Modified double flare technique (qualifier value),Double flare technique (qualifier value)
272081000,258784009,Unit of energy expenditure (qualifier value),Unit of energy (qualifier value)
1871000175100,1741000175101,Four times daily as required (qualifier value),Daily as required (qualifier value)
1961000175104,118553007,Immune status ratio (qualifier value),Number ratio (property) (qualifier value)
1901000175100,1741000175101,Two times daily as required (qualifier value),Daily as required (qualifier value)
414118001,259021004,Equivalents per unit area (qualifier value),Unit of area (qualifier value)
118563004,118553007,Substance ratio (property) (qualifier value),Number ratio (property) (qualifier value)
385142000,421720008,Ear spray suspension (qualifier value),Spray dose form (qualifier value)
282821006,258681007,International System of Units unit of mass per feed (qualifier value),International System of Units unit of mass (qualifier value)
118559006,118562009,Substance content rate (property) (qualifier value),Substance rate (property) (qualifier value)
385238005,421967003,Peritoneal dialysis solution (dose form) (qualifier value),Drug dose form (qualifier value)
228925000,258769000,Unit of dietary volume measurement (qualifier value),Unit of volume (qualifier value)
118532003,118555000,Entitic substance amount (property) (qualifier value),Substance amount (property) (qualifier value)
430344008,282264007,Equivalents per unit mass (qualifier value),Mass per unit mass (qualifier value)
430344008,258680008,Equivalents per unit mass (qualifier value),Unit of mass (qualifier value)
385223009,420955009,Powder for injection solution (qualifier value),Powder for solution (qualifier value)
282258000,282361002,moles per unit volume (qualifier value),Volume per unit volume (qualifier value)
282258000,258769000,moles per unit volume (qualifier value),Unit of volume (qualifier value)
450831000124105,421067001,Then remove - dosing instruction fragment (qualifier value),Then - dosing instruction fragment (qualifier value)
264742008,264732006,Posterolateral to the right (qualifier value),Lateral to the right (qualifier value)
418699003,418612008,Dollars per day (qualifier value),Dollars per unit (qualifier value)
417964001,418612008,Dollars per hour (qualifier value),Dollars per unit (qualifier value)
282396002,415829005,Volume per unit time per unit mass (qualifier value),Volume per unit mass per unit time (qualifier value)
282396002,282398001,Volume per unit time per unit mass (qualifier value),Mass per unit time per unit mass (qualifier value)
282396002,258695005,Volume per unit time per unit mass (qualifier value),Unit of time (qualifier value)
282396002,258680008,Volume per unit time per unit mass (qualifier value),Unit of mass (qualifier value)
282396002,258769000,Volume per unit time per unit mass (qualifier value),Unit of volume (qualifier value)
418384005,418612008,Dollars per second (qualifier value),Dollars per unit (qualifier value)
282392000,258982002,Unit of physiological rate (qualifier value),Unit of rate (qualifier value)
396176002,259021004,Mass per unit area (qualifier value),Unit of area (qualifier value)
396176002,258680008,Mass per unit area (qualifier value),Unit of mass (qualifier value)
282269002,258695005,Moles per unit time (qualifier value),Unit of time (qualifier value)
418229004,258769000,Log international units per milliliter (qualifier value),Unit of volume (qualifier value)
118557008,118553007,Substance concentration ratio (property) (qualifier value),Number ratio (property) (qualifier value)
118557008,118563004,Substance concentration ratio (property) (qualifier value),Substance ratio (property) (qualifier value)
1361000175103,445471000124100,One to two times per month (qualifier value),One to two times (qualifier value)
282398001,258695005,Mass per unit time per unit mass (qualifier value),Unit of time (qualifier value)
282398001,258680008,Mass per unit time per unit mass (qualifier value),Unit of mass (qualifier value)
118564005,118556004,Threshold substance concentration (property) (qualifier value),Substance concentration (property) (qualifier value)
702569007,312251004,Cone beam computed tomography imaging - action (qualifier value),Computed tomography imaging - action (qualifier value)
282377001,282361002,osmoles per unit volume (qualifier value),Volume per unit volume (qualifier value)
282377001,258769000,osmoles per unit volume (qualifier value),Unit of volume (qualifier value)
282262006,282264007,moles per unit mass (qualifier value),Mass per unit mass (qualifier value)
282262006,258680008,moles per unit mass (qualifier value),Unit of mass (qualifier value)
414652004,258695005,Mass per unit volume per unit time (qualifier value),Unit of time (qualifier value)
414652004,258680008,Mass per unit volume per unit time (qualifier value),Unit of mass (qualifier value)
414652004,258769000,Mass per unit volume per unit time (qualifier value),Unit of volume (qualifier value)
429551001,25594002,Mild to moderate risk of (contextual qualifier) (qualifier value),Moderate risk of (contextual qualifier) (qualifier value)
415777001,258680008,Unit of mass concentration (qualifier value),Unit of mass (qualifier value)
118576005,118553007,Time ratio (property) (qualifier value),Number ratio (property) (qualifier value)
118546003,118539007,Relative mass concentration (property) (qualifier value),Mass concentration (property) (qualifier value)
414756006,259021004,Moles per unit area (qualifier value),Unit of area (qualifier value)
282361002,258769000,Volume per unit volume (qualifier value),Unit of volume (qualifier value)
415781001,259021004,Unit of volume per unit area (qualifier value),Unit of area (qualifier value)
409700000,409699001,Animal to human transmission (qualifier value),Human to human transmission (qualifier value)
421563008,421967003,Complementary medicine dose form (qualifier value),Drug dose form (qualifier value)
282351009,282391007,International units per unit time (qualifier value),Units per unit time (qualifier value)
419041008,282397006,Micromoles per gram per year (qualifier value),Moles per unit time per unit mass (qualifier value)
1381000175109,445471000124100,One to two times per year (qualifier value),One to two times (qualifier value)
282819001,258681007,International System of Units (SI) unit of mass per meal (qualifier value),International System of Units unit of mass (qualifier value)
289943001,258680008,Mass per unit molar quantity (qualifier value),Unit of mass (qualifier value)
282378006,282361002,equivalents per unit volume (qualifier value),Volume per unit volume (qualifier value)
282378006,258769000,equivalents per unit volume (qualifier value),Unit of volume (qualifier value)
419211002,418612008,Dollars per year (qualifier value),Dollars per unit (qualifier value)
707702006,707682000,Calculated output adjusted to standard (qualifier value),Adjusted measurement technique (qualifier value)
260964002,246433009,Number of stones removed (qualifier value),Number of stones (qualifier value)
282267000,258696006,International System of Units units of mass per unit time (qualifier value),International System of Units unit of time (qualifier value)
282267000,282391007,International System of Units units of mass per unit time (qualifier value),Units per unit time (qualifier value)
282267000,258681007,International System of Units units of mass per unit time (qualifier value),International System of Units unit of mass (qualifier value)
258012008,258099003,Confocal laser scanning fluorescence technique (qualifier value),Fluorescence microscopy technique (qualifier value)
415778006,258680008,Unit of radioactivity per unit mass (qualifier value),Unit of mass (qualifier value)
118529001,118553007,Catalytic ratio (property) (qualifier value),Number ratio (property) (qualifier value)
282401003,259021004,Mass per unit time per unit area (qualifier value),Unit of area (qualifier value)
282401003,258695005,Mass per unit time per unit area (qualifier value),Unit of time (qualifier value)
282401003,258680008,Mass per unit time per unit area (qualifier value),Unit of mass (qualifier value)
721733006,118539007,Difference in mass concentration (property) (qualifier value),Mass concentration (property) (qualifier value)
419189002,258769000,Unit of radioactivity per unit volume (qualifier value),Unit of volume (qualifier value)
264741001,264731004,Posterolateral to the left (qualifier value),Lateral to the left (qualifier value)
414548005,415791007,International units per unit area (qualifier value),Units per unit area (qualifier value)
118540009,118553007,Mass concentration ratio (property) (qualifier value),Number ratio (property) (qualifier value)
118540009,118545004,Mass concentration ratio (property) (qualifier value),Mass ratio (property) (qualifier value)
282397006,282269002,Moles per unit time per unit mass (qualifier value),Moles per unit time (qualifier value)
282397006,282398001,Moles per unit time per unit mass (qualifier value),Mass per unit time per unit mass (qualifier value)
282397006,258695005,Moles per unit time per unit mass (qualifier value),Unit of time (qualifier value)
282397006,258680008,Moles per unit time per unit mass (qualifier value),Unit of mass (qualifier value)
282397006,414757002,Moles per unit time per unit mass (qualifier value),Moles per unit mass per unit time (qualifier value)
282349005,282373002,International units per unit volume (qualifier value),Units per unit volume (qualifier value)
418262007,283010007,Unit of bone density (qualifier value),Unit of density (qualifier value)
421484000,421067001,Then discontinue - dosing instruction fragment (qualifier value),Then - dosing instruction fragment (qualifier value)
422327006,421067001,Then stop - dosing instruction fragment (qualifier value),Then - dosing instruction fragment (qualifier value)
385279006,421720008,Cutaneous suspension spray (qualifier value),Spray dose form (qualifier value)
419232005,418913000,Arbitrary unit of immunoglobulin A isotype for phospholipid antigen per milliliter (qualifier value),Arbitrary unit per milliliter (qualifier value)
282358003,282373002,Microinternational units per unit volume (qualifier value),Units per unit volume (qualifier value)
118525007,118553007,Catalytic concentration ratio (property) (qualifier value),Number ratio (property) (qualifier value)
385224003,421080003,Powder for injection suspension (qualifier value),Powder for suspension (qualifier value)
707696006,707695005,Standard base excess calculation adjusted for oxygen saturation technique (qualifier value),Standard base excess calculation technique (qualifier value)
385141007,421720008,Ear spray solution (qualifier value),Spray dose form (qualifier value)
419242007,418612008,Dollars per month (qualifier value),Dollars per unit (qualifier value)
282393005,258695005,equivalents per unit time (qualifier value),Unit of time (qualifier value)
421521009,420247005,Swallow - dosing instruction imperative (qualifier value),Dosing instruction imperative (qualifier value)
118577001,118578006,Reciprocal relative time (property) (qualifier value),Relative time (property) (qualifier value)
282407004,258695005,Calories per unit time (qualifier value),Unit of time (qualifier value)
228915005,258680008,Unit of dietary mass measurement (qualifier value),Unit of mass (qualifier value)
282399009,259021004,Moles per unit time per unit area (qualifier value),Unit of area (qualifier value)
282399009,282269002,Moles per unit time per unit area (qualifier value),Moles per unit time (qualifier value)
282399009,258695005,Moles per unit time per unit area (qualifier value),Unit of time (qualifier value)
282248004,258982002,Unit of radiation dose rate (qualifier value),Unit of rate (qualifier value)
282248004,282717008,Unit of radiation dose rate (qualifier value),Unit of radiation dose (qualifier value)
282352002,415792000,International units per unit mass (qualifier value),Units per unit mass (qualifier value)
118545004,118553007,Mass ratio (property) (qualifier value),Number ratio (property) (qualifier value)
385231004,420955009,Powder for infusion solution (qualifier value),Powder for solution (qualifier value)
282353007,415792000,milliinternational units per unit mass (qualifier value),Units per unit mass (qualifier value)
419236008,259021004,Milliliters per minute per surface area (qualifier value),Unit of area (qualifier value)
418599006,282397006,Millimole per kilogram per minute (qualifier value),Moles per unit time per unit mass (qualifier value)
1891000175104,1741000175101,Three times daily as required (qualifier value),Daily as required (qualifier value)
118593005,118553007,Relative ratio (property) (qualifier value),Number ratio (property) (qualifier value)
118554001,118556004,Relative substance concentration (property) (qualifier value),Substance concentration (property) (qualifier value)
385106008,421720008,Cutaneous solution spray (qualifier value),Spray dose form (qualifier value)
282406008,258696006,International System of Units units of energy per unit time (qualifier value),International System of Units unit of time (qualifier value)
282406008,282391007,International System of Units units of energy per unit time (qualifier value),Units per unit time (qualifier value)
282406008,258785005,International System of Units units of energy per unit time (qualifier value),International System of Units unit of energy (qualifier value)
413573002,259021004,Area under the curve (qualifier value),Unit of area (qualifier value)
