Subtype concept ID, Supertype concept ID, Subtype FSN, Supertype FSN
244284006,362875007,Entire Bowman's space (body structure),Entire lower body (body structure)
244284006,362662005,Entire Bowman's space (body structure),Entire lower trunk (body structure)
279532006,732088006,Entire base of arytenoid cartilage (body structure),Entire regional musculoskeletal system (body structure)
730465005,727285002,Entire right posterior cardinal vein (body structure),Entire soft tissues (body structure)
730465005,732062008,Entire right posterior cardinal vein (body structure),Entire embryonic cardiovascular structure (body structure)
302733007,728191006,Entire deep pes anserinus (body structure),Entire tendon of lower limb (body structure)
302733007,731480008,Entire deep pes anserinus (body structure),Entire free lower limb (body structure)
302733007,362875007,Entire deep pes anserinus (body structure),Entire lower body (body structure)
302733007,732088006,Entire deep pes anserinus (body structure),Entire regional musculoskeletal system (body structure)
371402001,181116009,Structure of parenchyma of thyroid (body structure),Endocrine gland of neck (body structure)
288774002,727285002,Entire superficial portion of gluteus medius muscle trochanteric bursa (body structure),Entire soft tissues (body structure)
288774002,362875007,Entire superficial portion of gluteus medius muscle trochanteric bursa (body structure),Entire lower body (body structure)
288774002,732086005,Entire superficial portion of gluteus medius muscle trochanteric bursa (body structure),Entire regional synovial membrane (body structure)
288774002,731513002,Entire superficial portion of gluteus medius muscle trochanteric bursa (body structure),Entire lateral pelvic girdle (body structure)
288774002,732088006,Entire superficial portion of gluteus medius muscle trochanteric bursa (body structure),Entire regional musculoskeletal system (body structure)
70829005,50092008,Structure of adductor canal (body structure),Skeletal muscle structure of thigh (body structure)
731326004,731189004,Entire tributary of pterygoid venous plexus (body structure),Entire tributary of superior vena cava (body structure)
731326004,731194004,Entire tributary of pterygoid venous plexus (body structure),Entire tributary of facial vein (body structure)
731326004,727285002,Entire tributary of pterygoid venous plexus (body structure),Entire soft tissues (body structure)
731326004,731317002,Entire tributary of pterygoid venous plexus (body structure),Entire tributary of deep facial vein (body structure)
731326004,731192000,Entire tributary of pterygoid venous plexus (body structure),Entire tributary of internal jugular vein (body structure)
731326004,731191007,Entire tributary of pterygoid venous plexus (body structure),Entire tributary of brachiocephalic vein (body structure)
731326004,731188007,Entire tributary of pterygoid venous plexus (body structure),Entire tributary of right atrium (body structure)
729071007,362875007,Entire lower pole of seminal vesicle (body structure),Entire lower body (body structure)
729071007,362662005,Entire lower pole of seminal vesicle (body structure),Entire lower trunk (body structure)
729071007,731989003,Entire lower pole of seminal vesicle (body structure),Entire pelvic genital system (body structure)
729071007,362265004,Entire lower pole of seminal vesicle (body structure),Entire male internal genitalia (body structure)
729071007,731498007,Entire lower pole of seminal vesicle (body structure),Entire male genital duct (body structure)
699644001,22577007,Structure of renal area of posterior abdominal wall (body structure),Posterior abdominal wall structure (body structure)
731366000,731419000,Entire apocrine sweat gland bearing skin of vulva (body structure),Entire apocrine sweat gland bearing skin of perineum (body structure)
731366000,727285002,Entire apocrine sweat gland bearing skin of vulva (body structure),Entire soft tissues (body structure)
731366000,362875007,Entire apocrine sweat gland bearing skin of vulva (body structure),Entire lower body (body structure)
731366000,731403007,Entire apocrine sweat gland bearing skin of vulva (body structure),Entire apocrine sweat gland bearing skin (body structure)
731366000,362662005,Entire apocrine sweat gland bearing skin of vulva (body structure),Entire lower trunk (body structure)
362035003,731799000,Entire anterior descending branch of left coronary artery (body structure),Entire blood vessel of trunk (body structure)
362035003,727430004,Entire anterior descending branch of left coronary artery (body structure),Entire artery of thorax (body structure)
362035003,732040008,Entire anterior descending branch of left coronary artery (body structure),Entire regional cardiovascular structure (body structure)
362035003,727499001,Entire anterior descending branch of left coronary artery (body structure),Entire artery of mediastinum (body structure)
362035003,729897000,Entire anterior descending branch of left coronary artery (body structure),Entire artery of trunk (body structure)
362035003,732034001,Entire anterior descending branch of left coronary artery (body structure),Entire intrathoracic cardiovascular structure (body structure)
321956000,727285002,Entire superficial lymphatic vessel of thorax (body structure),Entire soft tissues (body structure)
228866001,731480008,Entire capsule of metatarsophalangeal joint (body structure),Entire free lower limb (body structure)
228866001,362875007,Entire capsule of metatarsophalangeal joint (body structure),Entire lower body (body structure)
228866001,729565009,Entire capsule of metatarsophalangeal joint (body structure),Entire capsule of foot joint (body structure)
228866001,732088006,Entire capsule of metatarsophalangeal joint (body structure),Entire regional musculoskeletal system (body structure)
272896002,727924007,Entire lateral segment artery of liver (body structure),Entire abdominal visceral artery (body structure)
272896002,731771009,Entire lateral segment artery of liver (body structure),Entire blood vessel of organs (body structure)
272896002,731816004,Entire lateral segment artery of liver (body structure),Entire blood vessel of abdominal organ (body structure)
272896002,244263001,Entire lateral segment artery of liver (body structure),Entire common hepatic artery (body structure)
272896002,731762000,Entire lateral segment artery of liver (body structure),Entire blood vessel of liver (body structure)
729395000,731480008,Entire knee joint synovium (body structure),Entire free lower limb (body structure)
729395000,727285002,Entire knee joint synovium (body structure),Entire soft tissues (body structure)
729395000,362875007,Entire knee joint synovium (body structure),Entire lower body (body structure)
729395000,732086005,Entire knee joint synovium (body structure),Entire regional synovial membrane (body structure)
729395000,732088006,Entire knee joint synovium (body structure),Entire regional musculoskeletal system (body structure)
730249007,731480008,Entire toe joint synovium (body structure),Entire free lower limb (body structure)
730249007,727285002,Entire toe joint synovium (body structure),Entire soft tissues (body structure)
730249007,362875007,Entire toe joint synovium (body structure),Entire lower body (body structure)
730249007,732088006,Entire toe joint synovium (body structure),Entire regional musculoskeletal system (body structure)
730587003,732040008,Entire mid inferior segment of cardiac ventricle (body structure),Entire regional cardiovascular structure (body structure)
730587003,732034001,Entire mid inferior segment of cardiac ventricle (body structure),Entire intrathoracic cardiovascular structure (body structure)
730587003,732006008,Entire mid inferior segment of cardiac ventricle (body structure),Entire cardiac internal structure (body structure)
369217001,732041007,Entire cortex of parietal lobe (body structure),Entire regional nervous system (body structure)
361741004,732088006,Entire thoracic cage (body structure),Entire regional musculoskeletal system (body structure)
78539006,343011009,Endolymphatic duct structure (body structure),Duct (organ) structure (body structure)
78539006,362897009,Endolymphatic duct structure (body structure),Duct (organ part) (body structure)
54735007,72001000,Bone structure of sacrum (body structure),Bone structure of lower limb (body structure)
54735007,312763008,Bone structure of sacrum (body structure),Bone structure of trunk (body structure)
369009000,369406000,Entire facial nerve marginal mandibular branch (body structure),Entire facial nerve motor branch (body structure)
369009000,729312001,Entire facial nerve marginal mandibular branch (body structure),Entire facial nerve branch on face (body structure)
369009000,732041007,Entire facial nerve marginal mandibular branch (body structure),Entire regional nervous system (body structure)
369009000,727285002,Entire facial nerve marginal mandibular branch (body structure),Entire soft tissues (body structure)
369009000,730370004,Entire facial nerve marginal mandibular branch (body structure),Entire regional peripheral nerve (body structure)
361333002,362875007,Entire convoluted renal tubule (body structure),Entire lower body (body structure)
361333002,362662005,Entire convoluted renal tubule (body structure),Entire lower trunk (body structure)
369054004,732041007,Entire flocculus peduncle (body structure),Entire regional nervous system (body structure)
238574000,731480008,Entire fourth metatarsal facet of cuboid bone (body structure),Entire free lower limb (body structure)
238574000,362875007,Entire fourth metatarsal facet of cuboid bone (body structure),Entire lower body (body structure)
238574000,732088006,Entire fourth metatarsal facet of cuboid bone (body structure),Entire regional musculoskeletal system (body structure)
362020004,732040008,Entire myocardium of right ventricle (body structure),Entire regional cardiovascular structure (body structure)
362020004,192084000,Entire myocardium of right ventricle (body structure),Entire myocardium of ventricle (body structure)
362020004,732034001,Entire myocardium of right ventricle (body structure),Entire intrathoracic cardiovascular structure (body structure)
362020004,732006008,Entire myocardium of right ventricle (body structure),Entire cardiac internal structure (body structure)
362576001,732088006,Entire perilymphatic space (body structure),Entire regional musculoskeletal system (body structure)
368298002,368334001,Entire skin of medial surface of middle finger (body structure),Entire skin of middle finger (body structure)
727229006,362875007,Entire pelvic arch (body structure),Entire lower body (body structure)
727229006,362662005,Entire pelvic arch (body structure),Entire lower trunk (body structure)
729399006,731480008,Entire joint of lesser toe (body structure),Entire free lower limb (body structure)
729399006,280442009,Entire joint of lesser toe (body structure),Entire joint of toe (body structure)
729399006,362875007,Entire joint of lesser toe (body structure),Entire lower body (body structure)
729399006,731870002,Entire joint of lesser toe (body structure),Entire joint of digit (body structure)
729399006,731829004,Entire joint of lesser toe (body structure),Entire joint of limb (body structure)
729399006,732088006,Entire joint of lesser toe (body structure),Entire regional musculoskeletal system (body structure)
727416009,727285002,Entire vein of spinal column (body structure),Entire soft tissues (body structure)
189283000,732040008,Entire myocardium of ventricular septum (body structure),Entire regional cardiovascular structure (body structure)
189283000,192084000,Entire myocardium of ventricular septum (body structure),Entire myocardium of ventricle (body structure)
189283000,732034001,Entire myocardium of ventricular septum (body structure),Entire intrathoracic cardiovascular structure (body structure)
189283000,732006008,Entire myocardium of ventricular septum (body structure),Entire cardiac internal structure (body structure)
426298009,425475006,Bone tissue of fifth metatarsal (body structure),Bone tissue of long bone (body structure)
312754006,31749008,Sternoclavicular joint synovium (body structure),Structure of soft tissues of thorax (body structure)
312754006,95939006,Sternoclavicular joint synovium (body structure),Structure of soft tissues of shoulder (body structure)
312754006,372233003,Sternoclavicular joint synovium (body structure),Part of synovial tissue of joint (body structure)
729380002,727094003,Entire sacral extradural space (body structure),Entire spinal epidural space (body structure)
729380002,244438003,Entire sacral extradural space (body structure),Entire sacral spinal cord (body structure)
729380002,362444008,Entire sacral extradural space (body structure),Entire lumbosacral spinal cord (body structure)
246060006,12461007,Entire ventral sacrococcygeus muscle (body structure),Structure of pelvic diaphragm (body structure)
729832008,727285002,Entire fascia of the thorax (body structure),Entire soft tissues (body structure)
729832008,732088006,Entire fascia of the thorax (body structure),Entire regional musculoskeletal system (body structure)
729832008,272672005,Entire fascia of the thorax (body structure),Entire fascia of trunk (body structure)
369268003,732041007,Entire reticular formation of spinal cord (body structure),Entire regional nervous system (body structure)
417259006,125685002,Interphalangeal joint of hand structure (body structure),Digit of hand structure (body structure)
249996009,727285002,Entire pararectal fossa (body structure),Entire soft tissues (body structure)
249996009,243973003,Entire pararectal fossa (body structure),Entire greater sac of peritoneum (body structure)
249996009,362875007,Entire pararectal fossa (body structure),Entire lower body (body structure)
249996009,730218002,Entire pararectal fossa (body structure),Entire pelvic peritoneal fossa (body structure)
249996009,362722004,Entire pararectal fossa (body structure),Entire pelvic peritoneal cavity (body structure)
249996009,362662005,Entire pararectal fossa (body structure),Entire lower trunk (body structure)
249996009,730095007,Entire pararectal fossa (body structure),Entire pelvic peritoneal space (body structure)
732044004,731586000,All bone marrow of iliac crest (body structure),All bone marrow of pelvis (body structure)
732044004,731303006,All bone marrow of iliac crest (body structure),All bone marrow of innominate bone (body structure)
732044004,731308002,All bone marrow of iliac crest (body structure),All bone marrow of bone organ (body structure)
729220001,730003009,Entire epiphysis of distal phalanx of thumb (body structure),Entire epiphysis of upper limb (body structure)
729220001,729213008,Entire epiphysis of distal phalanx of thumb (body structure),Entire epiphysis of phalanx (body structure)
729220001,730153000,Entire epiphysis of distal phalanx of thumb (body structure),Entire epiphysis of limb (body structure)
729220001,730352002,Entire epiphysis of distal phalanx of thumb (body structure),Entire epiphysis of phalanx of hand (body structure)
729220001,730111001,Entire epiphysis of distal phalanx of thumb (body structure),Entire epiphysis of phalanx of thumb (body structure)
729220001,732088006,Entire epiphysis of distal phalanx of thumb (body structure),Entire regional musculoskeletal system (body structure)
729552000,361684008,Entire posterior tubercle of atlas (body structure),Entire cervical vertebral column (body structure)
729552000,732088006,Entire posterior tubercle of atlas (body structure),Entire regional musculoskeletal system (body structure)
182417005,457008,Collateral ligament of metacarpophalangeal joint of thumb (body structure),Structure of collateral ligament (body structure)
728992003,362875007,Entire male urethral wall (body structure),Entire lower body (body structure)
728992003,362662005,Entire male urethral wall (body structure),Entire lower trunk (body structure)
362558008,732088006,Entire articulation of auditory ossicles (body structure),Entire regional musculoskeletal system (body structure)
85234005,360535000,Structure of vertebral artery (body structure),Branch of vertebral artery (body structure)
85234005,119568004,Structure of vertebral artery (body structure),Structure of artery of neck (body structure)
728576000,368307004,Entire base of middle phalanx of index finger (body structure),Entire base of phalanx of index finger (body structure)
728576000,727350004,Entire base of middle phalanx of index finger (body structure),Entire base of phalanx (body structure)
728576000,728738009,Entire base of middle phalanx of index finger (body structure),Entire base of phalanx of finger (body structure)
728576000,276149009,Entire base of middle phalanx of index finger (body structure),Entire base of phalanx of hand (body structure)
728576000,732088006,Entire base of middle phalanx of index finger (body structure),Entire regional musculoskeletal system (body structure)
728576000,727700008,Entire base of middle phalanx of index finger (body structure),Entire base of middle phalanx of finger (body structure)
728756009,732040008,Entire renal polar artery (body structure),Entire regional cardiovascular structure (body structure)
728756009,727285002,Entire renal polar artery (body structure),Entire soft tissues (body structure)
728756009,362875007,Entire renal polar artery (body structure),Entire lower body (body structure)
728756009,362662005,Entire renal polar artery (body structure),Entire lower trunk (body structure)
369001002,727438006,Entire palatine suture of skull (body structure),Entire joint of face (body structure)
245471007,362875007,Entire left side of vulva (body structure),Entire lower body (body structure)
245471007,362662005,Entire left side of vulva (body structure),Entire lower trunk (body structure)
60720001,609639009,Structure of medial crus of superficial inguinal ring (body structure),Structure of soft tissues of pelvic region of trunk (body structure)
60720001,23744002,Structure of medial crus of superficial inguinal ring (body structure),Structure of fascia of abdomen (body structure)
60720001,69778002,Structure of medial crus of superficial inguinal ring (body structure),Structure of soft tissues of abdomen (body structure)
60720001,281242000,Structure of medial crus of superficial inguinal ring (body structure),Musculoskeletal structure of limb (body structure)
362231000,362875007,Entire crista of urethra (body structure),Entire lower body (body structure)
362231000,362662005,Entire crista of urethra (body structure),Entire lower trunk (body structure)
280174005,732041007,Entire medial vestibular nucleus (body structure),Entire regional nervous system (body structure)
417411008,732040008,Entire subvalvular mitral region (body structure),Entire regional cardiovascular structure (body structure)
417411008,732034001,Entire subvalvular mitral region (body structure),Entire intrathoracic cardiovascular structure (body structure)
417411008,732006008,Entire subvalvular mitral region (body structure),Entire cardiac internal structure (body structure)
369330002,732040008,Entire supraorbital artery (body structure),Entire regional cardiovascular structure (body structure)
88767009,720648003,Structure of middle phalanx of second toe (body structure),Structure of middle phalanx of lesser toe (body structure)
730459005,730160006,Entire fourth branchial cleft (body structure),Entire embryonic branchial cleft (body structure)
728382003,732004006,Entire palatal cusp (body structure),Entire oral hard tissue (body structure)
729801007,727285002,Entire peroneus brevis tendon sheath (body structure),Entire soft tissues (body structure)
729801007,362875007,Entire peroneus brevis tendon sheath (body structure),Entire lower body (body structure)
729801007,732086005,Entire peroneus brevis tendon sheath (body structure),Entire regional synovial membrane (body structure)
729801007,732088006,Entire peroneus brevis tendon sheath (body structure),Entire regional musculoskeletal system (body structure)
729818006,729817001,Entire articular cartilage of medial tibial condyle (body structure),Entire articular cartilage of tibial condyle (body structure)
729818006,731173002,Entire articular cartilage of medial tibial condyle (body structure),Entire articular cartilage of lower limb (body structure)
729818006,731480008,Entire articular cartilage of medial tibial condyle (body structure),Entire free lower limb (body structure)
729818006,731163004,Entire articular cartilage of medial tibial condyle (body structure),Entire articular cartilage of knee joint (body structure)
729818006,362875007,Entire articular cartilage of medial tibial condyle (body structure),Entire lower body (body structure)
729818006,732088006,Entire articular cartilage of medial tibial condyle (body structure),Entire regional musculoskeletal system (body structure)
729818006,305026006,Entire articular cartilage of medial tibial condyle (body structure),Entire articular cartilage (body structure)
280343003,732033007,Entire inferior root of ansa cervicalis (body structure),Entire cervical nervous system (body structure)
280343003,732041007,Entire inferior root of ansa cervicalis (body structure),Entire regional nervous system (body structure)
280343003,727285002,Entire inferior root of ansa cervicalis (body structure),Entire soft tissues (body structure)
280343003,730370004,Entire inferior root of ansa cervicalis (body structure),Entire regional peripheral nerve (body structure)
50245004,67350009,Processus vaginalis peritonei structure (body structure),Structure of soft tissues of inguinal region (body structure)
727425003,727285002,Entire synovial tissue of tendon sheath (body structure),Entire soft tissues (body structure)
180966009,730370004,Entire cervical spinal nerve root (body structure),Entire regional peripheral nerve (body structure)
314164007,732041007,Entire primary fissure of cerebellum (body structure),Entire regional nervous system (body structure)
306752004,731283007,Entire common synovial tendon sheath of digital flexors of hand (body structure),Entire closed space of hand (body structure)
306752004,731106009,Entire common synovial tendon sheath of digital flexors of hand (body structure),Entire tendon sheath of hand (body structure)
731459002,727451001,Entire wall of abdominal segment of trunk (body structure),Entire wall of body region (body structure)
731459002,362875007,Entire wall of abdominal segment of trunk (body structure),Entire lower body (body structure)
731459002,362662005,Entire wall of abdominal segment of trunk (body structure),Entire lower trunk (body structure)
169504002,732041007,Entire phrenic nerve phrenicoabdominal branches (body structure),Entire regional nervous system (body structure)
169504002,727285002,Entire phrenic nerve phrenicoabdominal branches (body structure),Entire soft tissues (body structure)
169504002,730370004,Entire phrenic nerve phrenicoabdominal branches (body structure),Entire regional peripheral nerve (body structure)
169504002,280344009,Entire phrenic nerve phrenicoabdominal branches (body structure),Entire phrenic nerve (body structure)
731330001,731189004,Entire tributary of cephalic vein (body structure),Entire tributary of superior vena cava (body structure)
731330001,731394008,Entire tributary of cephalic vein (body structure),Entire tributary of subclavian vein (body structure)
731330001,727285002,Entire tributary of cephalic vein (body structure),Entire soft tissues (body structure)
731330001,731191007,Entire tributary of cephalic vein (body structure),Entire tributary of brachiocephalic vein (body structure)
731330001,731188007,Entire tributary of cephalic vein (body structure),Entire tributary of right atrium (body structure)
79495005,423213006,Structure of anteromedial nucleus of thalamus (body structure),Structure of nucleus of thalamus (body structure)
181368006,729562007,Entire superior vena cava (body structure),Entire intrathoracic systemic vein (body structure)
728437003,728429006,Entire mucosa of labial surface of maxillary gingiva (body structure),Entire mucosa of attached region of gingiva (body structure)
728437003,728433004,Entire mucosa of labial surface of maxillary gingiva (body structure),Entire mucosa of attached region of maxillary gingiva (body structure)
728437003,245810009,Entire mucosa of labial surface of maxillary gingiva (body structure),Entire gingival mucous membrane (body structure)
728437003,362084006,Entire mucosa of labial surface of maxillary gingiva (body structure),Entire oral soft tissues (body structure)
728437003,727285002,Entire mucosa of labial surface of maxillary gingiva (body structure),Entire soft tissues (body structure)
728437003,245770009,Entire mucosa of labial surface of maxillary gingiva (body structure),Entire attached surface of gingiva (body structure)
728437003,728434005,Entire mucosa of labial surface of maxillary gingiva (body structure),Entire mucosa of vestibular surfaces of gingivae (body structure)
728437003,728432009,Entire mucosa of labial surface of maxillary gingiva (body structure),Entire mucosa of maxillary gingiva (body structure)
728437003,362083000,Entire mucosa of labial surface of maxillary gingiva (body structure),Entire oral mucous membrane (body structure)
729002001,727285002,Entire female periurethral tissue (body structure),Entire soft tissues (body structure)
729002001,362875007,Entire female periurethral tissue (body structure),Entire lower body (body structure)
729002001,362662005,Entire female periurethral tissue (body structure),Entire lower trunk (body structure)
703573001,128697000,"Cystic hypersecretory carcinoma, intraductal (morphologic abnormality)",Cystic hypersecretory carcinoma (morphologic abnormality)
425775005,427646007,Bone tissue of distal phalanx of middle finger (body structure),Bone tissue of phalanx of middle finger (body structure)
425775005,425475006,Bone tissue of distal phalanx of middle finger (body structure),Bone tissue of long bone (body structure)
727430004,732040008,Entire artery of thorax (body structure),Entire regional cardiovascular structure (body structure)
727430004,729897000,Entire artery of thorax (body structure),Entire artery of trunk (body structure)
727430004,727285002,Entire artery of thorax (body structure),Entire soft tissues (body structure)
730211008,362875007,Entire tributary of left hepatic duct (body structure),Entire lower body (body structure)
730211008,362662005,Entire tributary of left hepatic duct (body structure),Entire lower trunk (body structure)
729186003,362875007,Entire surface of liver (body structure),Entire lower body (body structure)
729186003,362662005,Entire surface of liver (body structure),Entire lower trunk (body structure)
369150006,732041007,Entire transverse peduncular tract nucleus (body structure),Entire regional nervous system (body structure)
287477006,732041007,Entire coccygeal nerve (body structure),Entire regional nervous system (body structure)
287477006,362875007,Entire coccygeal nerve (body structure),Entire lower body (body structure)
287477006,730370004,Entire coccygeal nerve (body structure),Entire regional peripheral nerve (body structure)
287477006,362662005,Entire coccygeal nerve (body structure),Entire lower trunk (body structure)
731941007,727285002,Entire skin of lower abdomen (body structure),Entire soft tissues (body structure)
731941007,362875007,Entire skin of lower abdomen (body structure),Entire lower body (body structure)
731941007,361707007,Entire skin of lower abdomen (body structure),Entire skin of abdomen (body structure)
731941007,362662005,Entire skin of lower abdomen (body structure),Entire lower trunk (body structure)
731941007,362692001,Entire skin of lower abdomen (body structure),Entire lower abdomen (body structure)
731941007,304695005,Entire skin of lower abdomen (body structure),Entire skin of lower trunk (body structure)
714452001,127961008,Structure of muscle acting on cervical intervertebral joint (body structure),Structure of soft tissues of neck (body structure)
714452001,81727001,Structure of muscle acting on cervical intervertebral joint (body structure),Skeletal muscle structure of neck (body structure)
714452001,714631001,Structure of muscle acting on cervical intervertebral joint (body structure),Structure of subregion of neck (body structure)
361322000,732062008,Entire embryonic vein (body structure),Entire embryonic cardiovascular structure (body structure)
27650004,279631009,Vas deferens lumen structure (body structure),Region of vas deferens (body structure)
27650004,91806002,Vas deferens lumen structure (body structure),Body cavity structure (body structure)
368285006,368383002,Entire subcutaneous tissue of palmar surface of finger (body structure),Entire subcutaneous tissue of finger (body structure)
368285006,368466005,Entire subcutaneous tissue of palmar surface of finger (body structure),Entire subcutaneous tissue of hand (body structure)
368285006,727285002,Entire subcutaneous tissue of palmar surface of finger (body structure),Entire soft tissues (body structure)
368285006,368489002,Entire subcutaneous tissue of palmar surface of finger (body structure),Entire subcutaneous tissue of upper extremity (body structure)
368285006,731922009,Entire subcutaneous tissue of palmar surface of finger (body structure),Entire subcutaneous tissue of limb (body structure)
105580009,372208001,Structure of body of sacral vertebra (body structure),Part of bone of lower limb (body structure)
105580009,72879000,Structure of body of sacral vertebra (body structure),Structure of body of sacrum (body structure)
105580009,372210004,Structure of body of sacral vertebra (body structure),Part of bone of sacrum (body structure)
728816003,732022009,Entire diaphragmatic persistent defect (body structure),Entire regional skeletal muscle (body structure)
728816003,727285002,Entire diaphragmatic persistent defect (body structure),Entire soft tissues (body structure)
728816003,732088006,Entire diaphragmatic persistent defect (body structure),Entire regional musculoskeletal system (body structure)
730404006,730164002,Entire dorsal mesoduodenum (body structure),Entire dorsal foregut mesentery (body structure)
730404006,727285002,Entire dorsal mesoduodenum (body structure),Entire soft tissues (body structure)
730404006,362875007,Entire dorsal mesoduodenum (body structure),Entire lower body (body structure)
730404006,362662005,Entire dorsal mesoduodenum (body structure),Entire lower trunk (body structure)
304183006,303552008,Horizontal extensor of shoulder joint (body structure),Extensor of shoulder joint (body structure)
279387008,732041007,Entire uvula vermis (body structure),Entire regional nervous system (body structure)
279387008,732091006,Entire uvula vermis (body structure),Entire inferior vermis (body structure)
728857005,732041007,Entire posterior division of middle trunk of brachial plexus (body structure),Entire regional nervous system (body structure)
728857005,731842004,Entire posterior division of middle trunk of brachial plexus (body structure),Entire nervous of limb (body structure)
303144004,732041007,Entire lumbar nerve dorsal primary division (body structure),Entire regional nervous system (body structure)
303144004,727285002,Entire lumbar nerve dorsal primary division (body structure),Entire soft tissues (body structure)
303144004,362875007,Entire lumbar nerve dorsal primary division (body structure),Entire lower body (body structure)
303144004,730370004,Entire lumbar nerve dorsal primary division (body structure),Entire regional peripheral nerve (body structure)
303144004,362662005,Entire lumbar nerve dorsal primary division (body structure),Entire lower trunk (body structure)
303144004,730355000,Entire lumbar nerve dorsal primary division (body structure),Entire lumbar nerve primary division (body structure)
