Subtype concept ID, Supertype concept ID, Subtype FSN, Supertype FSN
68263003,312414008,Janus green B stain (substance),Chemical categorized functionally (substance)
9676008,48132000,Fibrinogen New York III (substance),Fibrinogen New York I (substance)
50864002,27089009,Blood group antibody CE (substance),Blood group antibody Ce (substance)
50864002,127413005,Blood group antibody CE (substance),Blood group antibody cE (substance)
259534008,312414008,Corticosterone methyl oxidase (substance),Chemical categorized functionally (substance)
25941002,312414008,Orange II stain (substance),Chemical categorized functionally (substance)
226517003,312414008,Medium white wine (substance),Chemical categorized functionally (substance)
259604007,312414008,Apolipoprotein E isoform (substance),Chemical categorized functionally (substance)
710115003,312414008,alpha hydroxybutyrate dehydrogenase (substance),Chemical categorized functionally (substance)
256167003,312414008,Hydroquinone monobenzyl ether (substance),Chemical categorized functionally (substance)
259373009,312414008,Electron transfer flavoprotein (substance),Chemical categorized functionally (substance)
259478001,129917006,Long chain acyl coenzyme A dehydrogenase (substance),Acyl coenzyme A (substance)
259407007,312414008,Multiple lysosomal hydrolases (substance),Chemical categorized functionally (substance)
44488008,312414008,Bismark brown R stain (substance),Chemical categorized functionally (substance)
712631000,312414008,Macro alkaline phosphatase (substance),Chemical categorized functionally (substance)
259582002,312414008,Unesterified fatty acid (substance),Chemical categorized functionally (substance)
10398000,43417002,Blood group antibody iH (substance),Blood group antibody IH (substance)
91577004,61813008,Fibrinogen Chapel Hill III (substance),Fibrinogen Chapel Hill I (substance)
74700009,79193005,Fibrinogen Homberg II (substance),Fibrinogen Homberg I (substance)
707074004,312414008,"Corticotropin, big fragment (substance)",Chemical categorized functionally (substance)
15698006,312414008,Lysergic acid diethylamide (substance),Chemical categorized functionally (substance)
710620004,444234002,Immunoglobulin M antibody to Chlamydia trachomatis I (substance),Chlamydia species immunoglobulin M antibody (substance)
117188001,117189009,Mycobacterium avium complex ribosomal ribonucleic acid (substance),Mycobacterium avium ribosomal ribonucleic acid (substance)
411084006,447831000124106,Silver birch pollen allergen (substance),Birch pollen allergen (substance)
712628001,388092002,Cow whey antibody immunoglobulin E (substance),Whey specific immunoglobulin E (substance)
707896009,707898005,Ribonucleic acid of Human metapneumovirus A (substance),Ribonucleic acid of Human metapneumovirus (substance)
226508003,312414008,Low alcohol lager (substance),Chemical categorized functionally (substance)
710634004,720246007,Immunoglobulin M antibody to Coxsackievirus B (substance),Immunoglobulin M antibody to Coxsackievirus (substance)
707098006,312414008,Cholesterol in lipoprotein a (substance),Chemical categorized functionally (substance)
259972005,259735007,Cytoplasmic lambda chain (substance),Lymphocyte light chain (substance)
120677009,399854009,Streptococcus species antibody (substance),Allergen specific antibody (substance)
63896007,312414008,Taurine salt of bile acid (substance),Chemical categorized functionally (substance)
116253000,311835000,High flash point mineral spirits (substance),Organic chemical solvent (substance)
180746009,180722002,Lateral arm fasciocutaneous flap plus humerus (substance),Lateral arm fasciocutaneous flap (substance)
61068006,312414008,Thioflavine T stain (substance),Chemical categorized functionally (substance)
13789000,312414008,Coal tar creosote (substance),Chemical categorized functionally (substance)
29502003,64846003,Blood group antigen IBH (substance),Blood group antigen i (substance)
217008,84488009,Blood group antigen IH (substance),Compound blood group antigen iH (substance)
40879004,312414008,Reduced nicotinamide adenine dinucleotide dehydrogenase (ubiquinon) (substance),Chemical categorized functionally (substance)
40879004,51824007,Reduced nicotinamide adenine dinucleotide dehydrogenase (ubiquinon) (substance),Reduced nicotinamide adenine dinucleotide dehydrogenase (substance)
710453002,116874008,Immunoglobulin G antibody to Hepatitis E virus (substance),"Antibody, immunoglobulin E class (substance)"
227320003,227316002,Baked beans canned in tomato sauce with pork sausages (substance),Baked beans canned in tomato sauce (substance)
78869007,312414008,Nuclear fast red stain (substance),Chemical categorized functionally (substance)
720119008,710444009,Immunoglobulin G antibody to Sin Nombre virus (substance),Immunoglobulin G antibody to Hantavirus (substance)
102740005,312414008,Very low density lipoprotein cholesterol (substance),Chemical categorized functionally (substance)
428096005,312414008,Benzamide derivative antipsychotic agent (substance),Chemical categorized functionally (substance)
227943003,227942008,Potato salad with reduced calorie mayonnaise (substance),Potato salad with mayonnaise (substance)
27931001,312414008,Dipeptidyl peptidase I (substance),Chemical categorized functionally (substance)
256749004,420934007,Banana skin flap (substance),Skin graft material (substance)
71640007,312414008,Acid phosphatase isoenzyme (substance),Chemical categorized functionally (substance)
19945000,16138002,Blood group antigen M (substance),Blood group antigen M' (substance)
39053000,312414008,Complement factor D (substance),Chemical categorized functionally (substance)
409575009,385334009,Botulinum toxoid type F (substance),Botulinum toxin type F (substance)
22727007,312414008,Serum amyloid protein (substance),Chemical categorized functionally (substance)
226520006,312414008,Low alcohol wine (substance),Chemical categorized functionally (substance)
708768006,120753009,Immunoglobulin A antibody to Influenza virus B (substance),Influenzavirus A antibody (substance)
131144006,131143000,Nicotinamide adenine dinucleotide phosphate (substance),Nicotinamide adenine dinucleotide (substance)
76605005,312414008,Biebrich scarlet stain (substance),Chemical categorized functionally (substance)
710116002,312414008,beta hydroxybutyrate dehydrogenase (substance),Chemical categorized functionally (substance)
707925003,707927006,Ribonucleic acid of Influenza virus B (substance),Ribonucleic acid of Influenza virus (substance)
42248000,312414008,Methyl orange stain (substance),Chemical categorized functionally (substance)
733717007,312414008,Acid alpha glucosidase (substance),Chemical categorized functionally (substance)
708597007,312414008,Adenosine triphosphate disodium (substance),Chemical categorized functionally (substance)
112204003,87930006,Fibrinogen Baltimore II (substance),Fibrinogen Baltimore I (substance)
388110007,388129001,Piper nigrum (unripe seed) specific immunoglobulin E (substance),Piper nigrum specific immunoglobulin E (substance)
39777001,312414008,Sudan III stain (substance),Chemical categorized functionally (substance)
84538003,3807007,Blood group antigen C (substance),Blood group antigen c (substance)
713332006,733770001,Sodium dihydrogen phosphate monohydrate (substance),Monobasic sodium phosphate monohydrate (substance)
708371000,117285008,Deoxyribonucleic acid of Mycobacterium tuberculosis complex (substance),Mycobacterium tuberculosis deoxyribonucleic acid (substance)
259734006,312414008,Cytoplasmic immunoglobulin marker (substance),Chemical categorized functionally (substance)
720317002,720315005,Immunoglobulin M antibody to Taenia solium larva (substance),Antibody to Taenia solium larva (substance)
226779008,226778000,Dried skimmed cow's milk with vegetable fat (substance),Dried skimmed cow's milk (substance)
720052004,720071002,Immunoglobulin M antibody to Legionella pneumophila (substance),Immunoglobulin M antibody to Legionella (substance)
120741005,399854009,Haemophilus influenzae antibody (substance),Allergen specific antibody (substance)
707913001,707927006,Ribonucleic acid of Influenza virus A hemagglutinin (substance),Ribonucleic acid of Influenza virus (substance)
226502002,312414008,Low alcohol beer (substance),Chemical categorized functionally (substance)
51803002,61813008,Fibrinogen Chapel Hill II (substance),Fibrinogen Chapel Hill I (substance)
117636007,312414008,Cerebroside sulfatase A (substance),Chemical categorized functionally (substance)
8830003,36690004,Nitrate reductase [NAD(P)H] (substance),Nitrate reductase [NADPH] (substance)
720140009,710375004,Immunoglobulin G antibody to Bartonella bacilliformis (substance),Immunoglobulin G antibody to Bartonella (substance)
720311001,710535006,Immunoglobulin G antibody to Streptococcus pneumoniae capsular polysaccharide (substance),Immunoglobulin G antibody to Streptococcus pneumoniae (substance)
227298004,227296000,Potato mashed with polyunsaturated margarine (substance),Potato mashed with margarine (substance)
428771000,396425006,Swine influenza virus vaccine (substance),Influenza virus vaccine (substance)
444299009,120870009,Leptospira interrogans serovar Icterohaemorrhagiae antibody (substance),Leptospira interrogans antibody (substance)
707785005,707784009,Ribonucleic acid of Severe acute respiratory syndrome coronavirus Urbani (substance),Ribonucleic acid of Severe acute respiratory syndrome coronavirus (substance)
720120002,710648004,Immunoglobulin M antibody to Sin Nombre virus (substance),Immunoglobulin M antibody to Hantavirus (substance)
259480007,129917006,Medium chain acyl coenzyme A dehydrogenase (substance),Acyl coenzyme A (substance)
715538006,447311000124108,Echinacea purpurea dry flowering top (substance),Flowering plant material (substance)
707922000,707927006,Ribonucleic acid of Influenza virus A polymerase (substance),Ribonucleic acid of Influenza virus (substance)
707922000,707920008,Ribonucleic acid of Influenza virus A polymerase (substance),Ribonucleic acid of Influenza virus A polymerase A (substance)
256222000,312414008,PPD black rubber mix (substance),Chemical categorized functionally (substance)
54221006,312414008,Orange G stain (substance),Chemical categorized functionally (substance)
23692005,312414008,Tribasic calcium phosphate (substance),Chemical categorized functionally (substance)
31990000,22496008,Fibrinogen Cleveland II (substance),Fibrinogen Cleveland I (substance)
409885003,409890000,Anti neutrophilic cytoplasm antibody - immunoglobulin G (substance),Autoantibody - immunoglobulin G (substance)
707236004,312414008,Carbonated calcium phosphate (substance),Chemical categorized functionally (substance)
102764006,312414008,Phosphofructokinase F subunit (substance),Chemical categorized functionally (substance)
69311000,37004006,"Immunoglobulin, Fc fragment (substance)","Immunoglobulin, Fc' fragment (substance)"
708083007,707562007,Immunoglobulin A antibody to Bordetella pertussis toxin (substance),Immunoglobulin A antibody to Bordetella pertussis (substance)
710622007,709869000,Immunoglobulin M antibody to Chlamydophila pneumoniae (substance),Antibody to Chlamydophila (substance)
710622007,444234002,Immunoglobulin M antibody to Chlamydophila pneumoniae (substance),Chlamydia species immunoglobulin M antibody (substance)
116254006,311835000,Odorless mineral spirits (substance),Organic chemical solvent (substance)
45992000,9672005,Blood group antigen s (substance),Blood group antigen S (substance)
707100006,707096005,"Cholesterol in very low density lipoprotein, acetylated (substance)","Cholesterol in low density lipoprotein, acetylated (substance)"
707100006,259561008,"Cholesterol in very low density lipoprotein, acetylated (substance)",Acetylated low density lipoprotein (substance)
180743001,180727008,Parascapular fasciocutaneous flap plus scapula (substance),Parascapular fasciocutaneous flap (substance)
259479009,312414008,Long chain hydroxyacyl coenzyme A dehydrogenase (substance),Chemical categorized functionally (substance)
255780001,312414008,Permanent waving chemical (substance),Chemical categorized functionally (substance)
708763002,708762007,Immunoglobulin A antibody to Trichinella spiralis (substance),Immunoglobulin A antibody to Trichinella species (substance)
35068008,8362009,Blood group antibody C (substance),Blood group antibody c (substance)
102763000,312414008,Phosphofructokinase M subunit (substance),Chemical categorized functionally (substance)
130626008,116188009,Protein C (activated) (substance),Activated coagulation factor (substance)
69507005,312414008,Phthalic acid ester (substance),Chemical categorized functionally (substance)
18143001,57064001,Fibrinogen Quebec II (substance),Fibrinogen Quebec I (substance)
4076007,312414008,Intact parathyroid hormone (substance),Chemical categorized functionally (substance)
707571003,708106003,Immunoglobulin A antibody to Chlamydia trachomatis C (substance),Immunoglobulin A antibody to Chlamydia trachomatis (substance)
85574000,312414008,Zinc oxide fumes (substance),Chemical categorized functionally (substance)
102691002,312414008,Cryoglobulin type III (substance),Chemical categorized functionally (substance)
414486003,311835000,Industrial methylated spirit (substance),Organic chemical solvent (substance)
439082000,312414008,Methyl aminolevulinate hydrochloride (substance),Chemical categorized functionally (substance)
10740006,312414008,Sudan blue stain (substance),Chemical categorized functionally (substance)
259492007,312414008,Phytanic acid oxidase (substance),Chemical categorized functionally (substance)
59435008,312414008,Creatine kinase isoenzyme (substance),Chemical categorized functionally (substance)
226509006,312414008,Low carbohydrate lager (substance),Chemical categorized functionally (substance)
15901005,37951005,Fibrinogen Paris III (substance),Fibrinogen Paris I (substance)
40076005,312414008,Erie garnet stain (substance),Chemical categorized functionally (substance)
180767009,180764002,Serratus anterior myocutaneous flap plus rib (substance),Serratus anterior myocutaneous flap (substance)
37575004,312414008,Carmoisine A stain (substance),Chemical categorized functionally (substance)
395950006,312414008,Sodium chondroitin sulfate (substance),Chemical categorized functionally (substance)
226519000,312414008,Sparkling white wine (substance),Chemical categorized functionally (substance)
73461002,15895007,Fibrinogen London II (substance),Fibrinogen London I (substance)
59433001,312414008,Human chorionic gonadotropin (substance),Chemical categorized functionally (substance)
373294004,312414008,Low molecular weight heparin (substance),Chemical categorized functionally (substance)
29252006,312414008,Acridine orange stain (substance),Chemical categorized functionally (substance)
6495008,54228000,Fibrinogen Montreal II (substance),Fibrinogen Montreal I (substance)
25886000,21028006,Fibrinogen Bergamo III (substance),Fibrinogen Bergamo I (substance)
2212007,7549008,Fibrinogen Bethesda II (substance),Fibrinogen Bethesda I (substance)
409499007,312414008,Anthrax toxin protective antigen (substance),Chemical categorized functionally (substance)
3897001,14090005,Blood group antigen 'N' (substance),Blood group antigen N (substance)
24900003,312414008,Procion brilliant blue MRS stain (substance),Chemical categorized functionally (substance)
259544005,312414008,Conjugated bile acids (substance),Chemical categorized functionally (substance)
707642007,707641000,Ribosomal ribonucleic acid of Francisella tularensis subspecies holarctica (substance),Ribosomal ribonucleic acid of Francisella tularensis subspecies tularensis (substance)
85236007,70828002,"D region, major histocompatibility complex (substance)",Major histocompatibility complex (substance)
115482007,312414008,Eosinophilic cationic protein (substance),Chemical categorized functionally (substance)
115490007,312414008,Myelin associate glycoprotein (substance),Chemical categorized functionally (substance)
54791001,256006006,Metanil yellow stain (substance),Organic dye patch test substance (substance)
54791001,312414008,Metanil yellow stain (substance),Chemical categorized functionally (substance)
391381000,312414008,Collagen adenosine diphosphate (substance),Chemical categorized functionally (substance)
710654003,116874008,Immunoglobulin M antibody to Hepatitis E virus (substance),"Antibody, immunoglobulin E class (substance)"
126187000,312414008,Corticotropin zinc hydroxide (substance),Chemical categorized functionally (substance)
388201006,388092002,Sheep whey specific immunoglobulin E (substance),Whey specific immunoglobulin E (substance)
707914007,707927006,Ribonucleic acid of Influenza virus A matrix protein (substance),Ribonucleic acid of Influenza virus (substance)
259298008,255792001,Acid phosphatase bone isoenzyme (substance),Acid phosphatase stain (substance)
227318001,227316002,Baked beans canned in tomato sauce reduced salt (substance),Baked beans canned in tomato sauce (substance)
372808009,312414008,Butyrophenone derivative antipsychotic agent (substance),Chemical categorized functionally (substance)
227373003,227372008,Dried boiled split peas (substance),Dried boiled peas (substance)
58631000,312414008,Eriochrome blue black SE stain (substance),Chemical categorized functionally (substance)
31260003,406961009,Methylene violet stain (Bernthsen) (substance),Methylene violet stain (substance)
259524004,312414008,Inosine triphosphate pyrophosphohydrolase (substance),Chemical categorized functionally (substance)
86541009,312414008,Brilliant crocein stain (substance),Chemical categorized functionally (substance)
711428009,709114000,Autologous fluid containing progenitor cells (substance),Autologous fluid containing hemopoietic stem cells (substance)
710630008,720246007,Immunoglobulin M antibody to Coxsackievirus A (substance),Immunoglobulin M antibody to Coxsackievirus (substance)
56328000,79193005,Fibrinogen Homberg III (substance),Fibrinogen Homberg I (substance)
710424003,720245006,Immunoglobulin G antibody to Coxsackievirus B (substance),Immunoglobulin G antibody to Coxsackievirus (substance)
127419009,259772001,Antibody to antigen in P blood group system (substance),P system antibody (substance)
264303006,312414008,Ectopic adrenocorticotropic hormone (substance),Chemical categorized functionally (substance)
707920008,707927006,Ribonucleic acid of Influenza virus A polymerase A (substance),Ribonucleic acid of Influenza virus (substance)
709402004,709404003,Antigen of Taenia solium (substance),Antigen of Taenia (substance)
261232006,420934007,Local skin flap (substance),Skin graft material (substance)
12030009,312414008,Sudan II stain (substance),Chemical categorized functionally (substance)
708106003,707569003,Immunoglobulin A antibody to Chlamydia trachomatis (substance),Immunoglobulin A antibody to Chlamydia species (substance)
180768004,180760006,Pectoralis major myocutaneous flap plus rib (substance),Pectoralis major myocutaneous flap (substance)
58804001,71459004,Fibrinogen Bern II (substance),Fibrinogen Bern I (substance)
256279007,260092009,Meadow fescue pollen (substance),Meadow grass pollen (substance)
410996006,411009004,False ragweed pollen allergen (substance),Ragweed pollen allergen (substance)
708281003,121112003,Deoxyribonucleic acid of Hepatitis B virus polymerase (substance),Hepatitis B virus deoxyribonucleic acid (substance)
712626002,312414008,Cholesterol in chylomicrons (substance),Chemical categorized functionally (substance)
10247008,312414008,Chrysoidine R stain (substance),Chemical categorized functionally (substance)
256781008,420934007,Glans skin flap (substance),Skin graft material (substance)
178002,312414008,Uridine diphosphate galactose (substance),Chemical categorized functionally (substance)
22971001,45969000,Blood group antibody I (substance),Blood group antibody i (substance)
122450004,399854009,Antibody to hepatitis B virus (substance),Allergen specific antibody (substance)
27016007,312414008,Alizarin yellow GG stain (substance),Chemical categorized functionally (substance)
406982003,406986000,Bauer's chromic acid leucofuchsin stain (substance),Chromic acid stain (substance)
27844007,312414008,Benzo fast scarlet stain (substance),Chemical categorized functionally (substance)
120680005,399854009,Borrelia species antibody (substance),Allergen specific antibody (substance)
707897000,707898005,Ribonucleic acid of Human metapneumovirus B (substance),Ribonucleic acid of Human metapneumovirus (substance)
711085001,711084002,Rabbit urine protein (substance),Rabbit serum protein (substance)
711085001,278392001,Rabbit urine protein (substance),Animal urine protein (substance)
411981000,312414008,Hylan B gel (substance),Chemical categorized functionally (substance)
388134002,388113009,Myristica fragrans (seed kernel) specific immunoglobulin E (substance),Myristica fragrans specific immunoglobulin E (substance)
259387009,312414008,Hepatic glycogen synthase (substance),Chemical categorized functionally (substance)
264829004,312414008,Cold reacting blood group autoantibody (substance),Chemical categorized functionally (substance)
226046002,226024005,Plain digestive biscuit (substance),Chocolate digestive biscuit (substance)
260103005,256280005,Wild rye grass pollen (substance),Rye grass pollen (substance)
28622002,312414008,Alizarin yellow R stain (substance),Chemical categorized functionally (substance)
709058002,312414008,Carnitine palmitoyltransferase I (substance),Chemical categorized functionally (substance)
725666006,312414008,Codeine phosphate hemihydrate (substance),Chemical categorized functionally (substance)
723660003,733771002,Disodium hydrogen phosphate heptahydrate (substance),Dibasic sodium phosphate heptahydrate (substance)
72572003,312414008,Diamond black stain (substance),Chemical categorized functionally (substance)
256782001,420934007,Preputial skin flap (substance),Skin graft material (substance)
227706008,227703000,Fruit pie wholemeal one crust (substance),Fruit pie one crust (substance)
21951008,312414008,Alizarin cyanine green stain (substance),Chemical categorized functionally (substance)
40808006,312414008,Oil red O stain (substance),Chemical categorized functionally (substance)
226503007,312414008,Low carbohydrate beer (substance),Chemical categorized functionally (substance)
226521005,312414008,Home brewed wine (substance),Chemical categorized functionally (substance)
707919002,707927006,Ribonucleic acid of Influenza virus A nucleoprotein (substance),Ribonucleic acid of Influenza virus (substance)
16943008,312414008,Chrysoidine Y stain (substance),Chemical categorized functionally (substance)
708767001,720315005,Immunoglobulin A antibody to Taenia solium larva (substance),Antibody to Taenia solium larva (substance)
120730008,399854009,Yellow fever virus antibody (substance),Allergen specific antibody (substance)
255806003,406971006,Neutrophil alkaline phosphatase stain (substance),Alkaline phosphatase stain (substance)
720141008,710594008,Immunoglobulin M antibody to Bartonella bacilliformis (substance),Immunoglobulin M antibody to Bartonella (substance)
45539000,312414008,Succinate dehydrogenase (ubiquinone) (substance),Chemical categorized functionally (substance)
20304007,115715000,Blood group antibody P (substance),Antigen in globoside collection (substance)
31422009,312414008,Ox bile extract (substance),Chemical categorized functionally (substance)
117447007,312414008,Dihydroxy bile acid (substance),Chemical categorized functionally (substance)
259847009,120678004,Streptococcus pneumoniae polysaccharide antibody (substance),Streptococcus pneumoniae antibody (substance)
102689005,312414008,Cryoglobulin type I (substance),Chemical categorized functionally (substance)
64238008,115786009,Blood group antigen Ce (substance),Blood group antigen cE (substance)
707926002,707927006,Ribonucleic acid of Influenza virus C (substance),Ribonucleic acid of Influenza virus (substance)
47218005,56352007,Fibrinogen Giessen II (substance),Fibrinogen Giessen I (substance)
65580004,312414008,Alizarin red S stain (substance),Chemical categorized functionally (substance)
725962006,312414008,Citric acid monohydrate (substance),Chemical categorized functionally (substance)
707232002,312414008,Calcium oxalate dihydrate (substance),Chemical categorized functionally (substance)
25079009,312414008,Lissamine fast yellow stain (substance),Chemical categorized functionally (substance)
708752000,708753005,Immunoglobulin A antibody to Yersinia enterocolitica (substance),Immunoglobulin A antibody to Yersinia species (substance)
259466000,312414008,Branched chain ketoacid decarboxylase (substance),Chemical categorized functionally (substance)
707899002,707942009,Ribonucleic acid of Human parechovirus (substance),Ribonucleic acid of Parechovirus (substance)
720318007,409890000,Immunoglobulin G antibody to tissue transglutaminase (substance),Autoantibody - immunoglobulin G (substance)
710413000,710412005,Immunoglobulin G antibody to Clostridium tetani toxin (substance),Immunoglobulin G antibody to Clostridium tetani (substance)
102739008,312414008,Low density lipoprotein cholesterol (substance),Chemical categorized functionally (substance)
91309004,312414008,Acute phase reactant (substance),Chemical categorized functionally (substance)
226504001,312414008,Home brewed beer (substance),Chemical categorized functionally (substance)
10109009,15895007,Fibrinogen London III (substance),Fibrinogen London I (substance)
259414009,312414008,Cytochrome c oxidase (substance),Chemical categorized functionally (substance)
707780000,707781001,Ribonucleic acid of Human Respiratory syncytial virus B (substance),Ribonucleic acid of Human Respiratory syncytial virus (substance)
85066006,312414008,Azo black stain (substance),Chemical categorized functionally (substance)
180747000,180723007,Posterior interosseous fasciocutaneous flap plus radius (substance),Posterior interosseous fasciocutaneous flap (substance)
707231009,312414008,Calcium magnesium phosphate (substance),Chemical categorized functionally (substance)
45321005,505005,Blood group antibody M (substance),Blood group antibody M' (substance)
45106005,312414008,Congo red stain (substance),Chemical categorized functionally (substance)
259418007,312414008,Apolipoprotein B truncated variant (substance),Chemical categorized functionally (substance)
88730001,37951005,Fibrinogen Paris IV (substance),Fibrinogen Paris I (substance)
710667000,710668005,Immunoglobulin M antibody to Leptospira interrogans (substance),Immunoglobulin M antibody to Leptospira (substance)
260097003,256280005,Cultivated rye pollen (substance),Rye grass pollen (substance)
74665005,312414008,Aluminum welding fumes (substance),Chemical categorized functionally (substance)
707646005,707647001,Ribosomal ribonucleic acid of Mycobacterium tuberculosis complex (substance),Ribosomal ribonucleic acid of Mycobacterium tuberculosis (substance)
720355007,312414008,Testosterone bound to albumin (substance),Chemical categorized functionally (substance)
709560007,312414008,Heat labile alkaline phosphatase (substance),Chemical categorized functionally (substance)
65465008,76506003,Fibrinogen Munich II (substance),Fibrinogen Munich I (substance)
710401005,409890000,Immunoglobulin G antibody to cardiolipin (substance),Autoantibody - immunoglobulin G (substance)
115481000,312414008,Eosinophilic major basic protein (substance),Chemical categorized functionally (substance)
102690001,312414008,Cryoglobulin type II (substance),Chemical categorized functionally (substance)
47832001,312414008,Alkaline phosphatase isoenzyme (substance),Chemical categorized functionally (substance)
707096005,259561008,"Cholesterol in low density lipoprotein, acetylated (substance)",Acetylated low density lipoprotein (substance)
120903006,399854009,Staphylococcus species antibody (substance),Allergen specific antibody (substance)
86750008,312414008,Nitrazine yellow stain (substance),Chemical categorized functionally (substance)
118251005,13774009,Microbial ribosomal ribonucleic acid (substance),Ribosomal ribonucleic acid (substance)
9921004,19011005,Blood group antibody 'N' (substance),Blood group antibody N (substance)
127408006,115672004,Antibody to blood group antigen precursor (substance),Blood group antigen precursor (substance)
127408006,4422003,Antibody to blood group antigen precursor (substance),Blood group antigen (substance)
420821007,312414008,Recombinant alpha glucosidase (substance),Chemical categorized functionally (substance)
707962001,707959004,Calcium hydrogen phosphate crystals (substance),Calcium phosphate crystals (substance)
710678008,409891001,Immunoglobulin M antibody to phosphatidylserine (substance),Autoantibody - immunoglobulin M (substance)
6701008,312414008,Lissamine fast red B stain (substance),Chemical categorized functionally (substance)
710420007,720245006,Immunoglobulin G antibody to Coxsackievirus A (substance),Immunoglobulin G antibody to Coxsackievirus (substance)
45119009,312414008,Glycine salt of bile acid (substance),Chemical categorized functionally (substance)
336001,19012003,Fibrinogen Tokyo II (substance),Fibrinogen Tokyo I (substance)
710117006,312414008,Macromolecular aspartate aminotransferase (substance),Chemical categorized functionally (substance)
70391009,312414008,Uridine diphosphate glucose (substance),Chemical categorized functionally (substance)
259489008,312414008,Glutaryl coenzyme A oxidase (substance),Chemical categorized functionally (substance)
412125009,312414008,Chondroitin sulfate A (substance),Chemical categorized functionally (substance)
395781005,312414008,Medium chain triglyceride (substance),Chemical categorized functionally (substance)
60441008,312414008,Trypan blue stain (substance),Chemical categorized functionally (substance)
56838004,51824007,Reduced nicotinamide adenine dinucleotide dehydrogenase (quinone) (substance),Reduced nicotinamide adenine dinucleotide dehydrogenase (substance)
64436005,56352007,Fibrinogen Giessen III (substance),Fibrinogen Giessen I (substance)
707924004,707927006,Ribonucleic acid of Influenza virus A swine origin (substance),Ribonucleic acid of Influenza virus (substance)
22931006,312414008,Evans blue stain (substance),Chemical categorized functionally (substance)
720289006,710516006,Immunoglobulin G antibody to Salmonella Enteritidis (substance),Immunoglobulin G antibody to Salmonella (substance)
408696004,408698003,Oil of silver fir (substance),Oil of fir (substance)
102762005,312414008,Phosphofructokinase L subunit (substance),Chemical categorized functionally (substance)
88341002,83404001,Blood group antibody k (substance),Blood group antibody K (substance)
707570002,708106003,Immunoglobulin A antibody to Chlamydia trachomatis B (substance),Immunoglobulin A antibody to Chlamydia trachomatis (substance)
180742006,180726004,Scapular fasciocutaneous flap plus scapula (substance),Scapular fasciocutaneous flap (substance)
720316006,710538008,Immunoglobulin G antibody to Taenia solium larva (substance),Immunoglobulin G antibody to Taenia solium (substance)
399821007,10843002,Antibody to anterior pituitary hormone (substance),Anterior pituitary hormone (substance)
2159007,312414008,Azorubin S stain (substance),Chemical categorized functionally (substance)
85190005,312414008,Bismark brown Y stain (substance),Chemical categorized functionally (substance)
4188007,33642003,Fibrinogen Sydney II (substance),Fibrinogen Sydney I (substance)
259569005,312414008,Intermediate density lipoprotein cholesterol (substance),Chemical categorized functionally (substance)
116255007,311835000,Low dry point mineral spirits (substance),Organic chemical solvent (substance)
373207000,312414008,Phenothiazine derivative antipsychotic agent (substance),Chemical categorized functionally (substance)
8429000,312414008,Brilliant orange stain (substance),Chemical categorized functionally (substance)
79514008,312414008,Methylenetetrahydrofolate reductase (reduced nicotinamide adenine dinucleotide phosphate) (substance),Chemical categorized functionally (substance)
433402004,312414008,Synthetic bile acid (substance),Chemical categorized functionally (substance)
91103008,64846003,Blood group antigen IP (substance),Blood group antigen i (substance)
