Subtype concept ID, Supertype concept ID, Subtype FSN, Supertype FSN
216055003,216053005,"Fire on aircraft while in transit, occupant of military aircraft injured (event)",Fire on aircraft while in transit (event)
215908002,242249006,Aircraft crash on landing - occupant of spacecraft injured (event),Accident to spacecraft on landing (event)
216109003,216267008,"Accident in boarding aircraft, occupant of spacecraft injured (event)",Accident to spacecraft (event)
216024009,216019006,"Collision of aircraft with bird, while in transit, occupant of commercial aircraft in surface to air transport injured (event)","Collision of aircraft with bird, while in transit (event)"
216119009,216154002,Accident in alighting from aircraft (event),Fall from aircraft (event)
216121004,216267008,"Accident in alighting from aircraft, occupant of spacecraft injured (event)",Accident to spacecraft (event)
215886002,216267008,"Aircraft collision while landing, occupant of spacecraft injured (event)",Accident to spacecraft (event)
214108008,242091002,"Motor vehicle traffic accident involving collision with another motor vehicle, stalled, passenger on motor cycle injured (event)",Motor vehicle on road in collision with motor cycle (event)
215964002,216267008,"Forced landing while taking off, occupant of spacecraft injured (event)",Accident to spacecraft (event)
216020000,216019006,"Collision of aircraft with bird, while in transit, occupant of spacecraft injured (event)","Collision of aircraft with bird, while in transit (event)"
216020000,242248003,"Collision of aircraft with bird, while in transit, occupant of spacecraft injured (event)",Collision of spacecraft with aircraft (event)
217112008,242410005,Fall through roof (event),Fall from roof (event)
216014001,216008008,"Collision of aircraft with another aircraft, while in transit, occupant of other powered aircraft injured (event)",Collision of aircraft with another aircraft while in transit (event)
215975003,242249006,Forced land on landing - occupant of spacecraft injured (event),Accident to spacecraft on landing (event)
242219009,242213005,Accident to hang glider on landing (event),Accident to glider on landing (event)
214096002,242091002,"Motor vehicle traffic accident involving collision with another motor vehicle, stopped, passenger on motor cycle injured (event)",Motor vehicle on road in collision with motor cycle (event)
242218001,242212000,Accident to hang glider in collision with tall structure (event),Accident to glider in collision with tall structure (event)
242360000,242303000,Accidental ingestion of toxic plant oil (event),Accidental ingestion of toxic plant (event)
242421001,217126004,Fall into storm drain (event),Accidental fall into storm drain (event)
216012002,216008008,"Collision of aircraft with another aircraft, while in transit, other occupant of commercial aircraft in surface to surface transport injured (event)",Collision of aircraft with another aircraft while in transit (event)
713397003,56307009,Fall from operating room table (event),Fall from table (event)
216013007,216008008,"Collision of aircraft with another aircraft, while in transit, occupant of commercial aircraft in surface to air transport injured (event)",Collision of aircraft with another aircraft while in transit (event)
216022008,216019006,"Collision of aircraft with bird, while in transit, member of crew of commercial aircraft in surface to surface transport injured (event)","Collision of aircraft with bird, while in transit (event)"
440061000124105,440081000124100,Death in nursing home (event),Death in home (event)
65819004,440081000124100,Accidental death in home (event),Death in home (event)
217206006,217210009,Carbon monoxide fumes from conflagration in boarding house (event),Carbon monoxide fumes from conflagration in house (event)
217214000,217210009,Carbon monoxide fumes from conflagration in rooming house (event),Carbon monoxide fumes from conflagration in house (event)
214119006,242091002,"Motor vehicle traffic accident involving collision with another motor vehicle, disabled, passenger on motor cycle injured (event)",Motor vehicle on road in collision with motor cycle (event)
439570003,40104005,Fall in nursing home (event),Fall in home (event)
242308009,242314002,Accidental ingestion of alder buckthorn berries (event),Accidental ingestion of buckthorn berries (event)
276849007,371774000,Psychological abuse of adult (event),Emotional abuse of adult (event)
269677004,215974004,Forced landing while powered aircraft taking off (event),Forced landing while landing (event)
214089004,214206004,"Motor vehicle traffic accident involving collision with another motor vehicle, parked, pedestrian injured (event)",Motor vehicle on road in collision with pedestrian (event)
215761004,215759008,"Localized fire in watercraft, occupant of small powered boat injured (event)",Localized fire in watercraft (event)
216018003,216008008,"Collision of aircraft with another aircraft, while in transit, other person injured (event)",Collision of aircraft with another aircraft while in transit (event)
215760003,215759008,"Localized fire in watercraft, occupant of small unpowered boat injured (event)",Localized fire in watercraft (event)
215170007,215165000,"Pedal cycle accident involving fall from pedal cycle, occupant of tram injured (event)",Pedal cycle accident involving fall from pedal cycle (event)
242338003,242314002,Accidental ingestion of sea buckthorn berries (event),Accidental ingestion of buckthorn berries (event)
242220003,242214004,Crash landing of hang glider (event),Crash landing of glider (event)
216058001,216053005,"Fire on aircraft while in transit, occupant of commercial aircraft in surface to air transport injured (event)",Fire on aircraft while in transit (event)
418431005,43682008,Accident to watercraft involving collision (event),Accident involving watercraft (event)
242909005,242907007,Assault with walking stick (event),Assault with stick (event)
242427002,68274007,Fall into swallow hole (event),Fall into hole (event)
217854008,242054008,Accidentally knocked down while boxing (event),Accidentally knocked down (event)
418589001,55566008,Accidental physical contact with animal (event),Accidental physical contact (event)
216011009,216008008,"Collision of aircraft with another aircraft, while in transit, member of crew of commercial aircraft in surface to surface transport injured (event)",Collision of aircraft with another aircraft while in transit (event)
216010005,216008008,"Collision of aircraft with another aircraft, while in transit, occupant of military aircraft injured (event)",Collision of aircraft with another aircraft while in transit (event)
215897002,216267008,"Aircraft crash while taking off, occupant of spacecraft injured (event)",Accident to spacecraft (event)
215167008,215165000,"Pedal cycle accident involving fall from pedal cycle, pedal cyclist injured (event)",Pedal cycle accident involving fall from pedal cycle (event)
216056002,216053005,"Fire on aircraft while in transit, member of crew of commercial aircraft in surface to surface transport injured (event)",Fire on aircraft while in transit (event)
216043009,242238000,"Explosion on aircraft while in transit, occupant of spacecraft injured (event)",Accident to spacecraft in flight (event)
215166004,215165000,"Pedal cycle accident involving fall from pedal cycle, pedestrian injured (event)",Pedal cycle accident involving fall from pedal cycle (event)
215765008,215759008,"Localized fire in watercraft, swimmer injured (event)",Localized fire in watercraft (event)
