Subtype concept ID, Supertype concept ID, Subtype FSN, Supertype FSN
249495000,300358007,Constant desire to swallow (finding),Functional finding of gastrointestinal tract (finding)
246698007,246697002,Inverted Y pattern vergence (finding),Y pattern vergence (finding)
236108001,439013004,Anastomotic stricture of small intestine (disorder),Stricture of anastomosis of intestine (disorder)
262829000,446390008,Laceration of pancreas parenchyma (disorder),Traumatic injury of body of pancreas (disorder)
38257001,364738009,"Term birth of identical twins, one living, one stillborn (finding)",Finding of outcome of delivery (finding)
268036005,26517000,Acquired fixed flexion deformity of finger (disorder),Acquired deformity of finger (disorder)
10932281000119100,300441000119103,Closed fracture of right patella (disorder),Disorder of right patella (disorder)
193129003,128132009,Median nerve compression in forearm (disorder),Disorder of forearm (disorder)
254614001,92018005,Benign tumor of endocrine pancreas (disorder),Benign neoplasm of body of pancreas (disorder)
202587000,280136002,Synovial osteochondromatosis of tibiofibular joint (disorder),Disorder of soft tissue of lower limb (disorder)
289670006,289664000,Pain on movement of uterus (finding),Finding of movement of uterus (finding)
289670006,249546002,Pain on movement of uterus (finding),Finding of movement of abdomen (finding)
10835221000119101,11791281000119103,Open fracture of phalanx of thumb of right hand (disorder),Injury of right hand (disorder)
10835221000119101,10827521000119108,Open fracture of phalanx of thumb of right hand (disorder),Open fracture of right hand (disorder)
16003591000119104,443798008,Tendinitis of right rotator cuff (disorder),Inflammation of joint of shoulder region (disorder)
16003591000119104,15729601000119103,Tendinitis of right rotator cuff (disorder),Arthropathy of right shoulder (disorder)
283429005,239990000,Cut of groin (disorder),Soft tissue lesion of pelvic region (disorder)
94436000,363422006,Secondary malignant neoplasm of nasal cavity (disorder),Malignant tumor of nasal cavity (disorder)
447406000,60713008,Friction burn of neck (disorder),Burn of neck (disorder)
42788006,23520002,Decreased jugular venous pressure (finding),Decreased venous pressure (finding)
42788006,38398005,Decreased jugular venous pressure (finding),Decreased central venous pressure (finding)
423896007,188099008,Squamous cell carcinoma of tip of nose (disorder),Malignant neoplasm of skin of nose (external) (disorder)
38194003,6800004,Weak e phenotype (finding),Weak E phenotype (finding)
210104002,212487005,Multiple injuries of intrathoracic organs (disorder),Multiple injuries of thorax (disorder)
299643002,299524009,Toe joint - cold (finding),Foot joint - cold (finding)
705023006,315407002,Born in Democratic Republic of Congo (finding),Born in Congo (finding)
41517009,203514008,Congenital hypertrophy of sphenoid bone (disorder),Hypertrophy of bone (disorder)
299024001,366718006,Wrist joint temperature finding (finding),Finding of joint temperature (finding)
209355001,209356000,Closed fracture dislocation of subtalar joint (disorder),Closed fracture dislocation of midtarsal joint (disorder)
12241631000119102,318661000119102,Osteoarthritis of finger joint of left hand (disorder),Osteoarthritis of joint of left hand (disorder)
254882008,92021007,Epithelioid leiomyoma of uterus (disorder),Benign neoplasm of body of uterus (disorder)
254211001,199879009,Salmon patch nevus (disorder),Congenital anomaly of skin (disorder)
1074981000119100,12241391000119105,Arthritis of right sacroiliac joint (disorder),Inflammation of right sacroiliac joint (disorder)
187606005,254396007,Malignant tumor of upper labial mucosa (disorder),Tumor of upper labial mucosa (disorder)
449206007,449628003,Sarcoma of tibia (disorder),Malignant neoplasm of long bone of lower leg (disorder)
107781000119109,286899003,Primary papillary serous cystadenocarcinoma of endometrium (disorder),Carcinoma of genital organ (disorder)
409556004,128614008,Q fever encephalitis (disorder),Infectious disease of brain (disorder)
240029004,428339009,Lesion of ligaments of foot region (disorder),Disorder of joint of foot (disorder)
418150003,102951002,Victim of abusive sexual relationship with partner (finding),Abusive sexual relationship with partner (finding)
234090004,128070006,Tuberculous mesenteric adenitis (disorder),Infectious disease of abdomen (disorder)
110257008,429433004,Contusion of buccal mucosa (disorder),Injury of soft tissue of face (disorder)
202175000,36941000119103,Pathological dislocation of multiple joints (disorder),Arthropathy of multiple joints (disorder)
84222005,28470004,"Determination of outcome, complication avoidable, error in diagnosis (finding)","Determination of outcome, complication avoidable (finding)"
35984006,430886005,Tuberculosis of vertebral column (disorder),Disorder of vertebra (disorder)
35984006,721273004,Tuberculosis of vertebral column (disorder),Infection of vertebra (disorder)
209274006,209276008,Open fracture dislocation of distal radioulnar joint (disorder),Open fracture dislocation radiocarpal joint (disorder)
312153005,715852004,Fungal gastrointestinal infection (disorder),Infection of gastrointestinal tract (disorder)
1076801000119106,316751000119107,Pain of joint of left foot (finding),Pain in left foot (finding)
35786001,128117002,Tuberculoma of meninges (disorder),Infectious disease of central nervous system (disorder)
703135009,363346000,Anemia in malignant neoplastic disease (disorder),Malignant neoplastic disease (disorder)
440397000,723850009,Primary osteosarcoma of pelvis (disorder),Primary osteosarcoma of bone of limb (disorder)
73877009,363059001,Chronic tophaceous gout (disorder),Degenerative disorder of musculoskeletal system (disorder)
363515000,363484005,Malignant tumor of male genital organ (disorder),Malignant tumor of pelvis (disorder)
724941004,280135003,Injury of fascia of forearm (disorder),Disorder of soft tissue of upper limb (disorder)
1076081000119105,280135003,Ganglion cyst of tendon sheath of left hand (disorder),Disorder of soft tissue of upper limb (disorder)
94460001,94212002,Secondary malignant neoplasm of pancreatic duct (disorder),Secondary malignant neoplasm of body of pancreas (disorder)
239959002,76318008,Contracture of tendon of shoulder region (disorder),Disorder of tendon of shoulder region (disorder)
185636002,169491004,Contraceptive intrauterine device check - call deleted (finding),Contraceptive intrauterine device check (finding)
445018004,430886005,Spondylolysis of cervical spine (disorder),Disorder of vertebra (disorder)
289474006,300577008,Lesion of vulva (finding),Finding of lesion (finding)
289474006,724386005,Lesion of vulva (finding),Lesion of genitalia (finding)
97961000119108,30144000,Congenital dilatation of lobar intrahepatic bile duct with obstruction (disorder),Obstruction of bile duct (disorder)
298834004,298182007,Increased active range of shoulder external rotation (finding),Active range of joint movement increased (finding)
92746001,189300003,Carcinoma in situ of skin of umbilicus (disorder),Carcinoma in situ of skin of abdominal wall (disorder)
9966008,445734009,Fracture of neural arch (disorder),Fracture of body of vertebra (disorder)
208428002,1370007,Open fracture of sesamoid bone of hand (disorder),Open fracture of metacarpal bone (disorder)
194176002,246770004,Smooth pursuit movement deficiency (finding),Pursuit eye movement (finding)
15934261000119108,301721000119106,Acquired hammer toe of lesser toe of right foot (disorder),Acquired deformity of toe of right foot (disorder)
13457005,286602003,Foreign body in anus (disorder),Foreign body of large intestine (disorder)
239013001,88631000119105,Anonychia with bizarre flexural pigmentation (disorder),Dysplasia of limb (disorder)
239013001,414032001,Anonychia with bizarre flexural pigmentation (disorder),Disorder of pigmentation (disorder)
239013001,280134004,Anonychia with bizarre flexural pigmentation (disorder),Disorder of soft tissue of limb (disorder)
109925003,94053004,Primary malignant neoplasm of peripheral nerves of face (disorder),Primary malignant neoplasm of soft tissues of face (disorder)
292062004,292064003,Alfentanil adverse reaction (disorder),Pethidine adverse reaction (disorder)
447689001,253363004,Prolapse of Eustachian valve through atrial septum (disorder),Abnormality of atrial septum (disorder)
126994001,280133005,Neoplasm of peripheral nerves of trunk (disorder),Disorder of soft tissue of trunk (disorder)
366122007,298325004,Finding of movement of trachea (finding),Finding of movement (finding)
263111004,125620005,Fracture subluxation of thumb (disorder),Traumatic dislocation of joint of thumb (disorder)
300298007,300437002,Finding of measures of stomach (finding),Finding of measures of abdomen (finding)
58778008,72970002,Normal popliteal pulse (finding),Normal vital signs (finding)
111744007,473039000,Mechanical complication of internal orthopedic device (disorder),Mechanical complication associated with orthopedic device (disorder)
442134007,86406008,Hepatitis B associated with Human immunodeficiency virus infection (disorder),Human immunodeficiency virus infection (disorder)
64306000,445734009,Fracture of spinous process of vertebra (disorder),Fracture of body of vertebra (disorder)
371996000,94053004,Primary malignant neoplasm of lip (disorder),Primary malignant neoplasm of soft tissues of face (disorder)
253318000,363035006,Inferior vena cava connecting to coronary sinus (disorder),Congenital anomaly of thorax (disorder)
299454002,366718006,Ankle joint temperature finding (finding),Finding of joint temperature (finding)
92311006,92020008,Benign neoplasm of pylorus (disorder),Benign neoplasm of body of stomach (disorder)
253101008,51655004,Congenital cerebral hernia (disorder),Congenital anomaly of skull (disorder)
253101008,57148006,Congenital cerebral hernia (disorder),Congenital anomaly of brain (disorder)
402706007,189176002,Infective dermatosis of female genitalia (disorder),Infectious disease of genitourinary system (disorder)
15474008,50531009,Open fracture of pelvis (disorder),Open fracture of lower limb (disorder)
38827001,430886005,Congenital fusion of spine (disorder),Disorder of vertebra (disorder)
126874009,280133005,Neoplasm of perirenal tissue (disorder),Disorder of soft tissue of trunk (disorder)
726205006,280135003,Laceration of intrinsic muscle of finger (disorder),Disorder of soft tissue of upper limb (disorder)
726205006,726199004,Laceration of intrinsic muscle of finger (disorder),Injury of intrinsic muscle of finger (disorder)
15082003,75726005,Calculus of bile duct with chronic cholecystitis with obstruction (disorder),Obstruction of gallbladder (disorder)
272014002,699370008,Complaining of foot symptom (finding),Symptom of foot (finding)
51736007,429433004,Sprain of septal cartilage of nose (disorder),Injury of soft tissue of face (disorder)
23320001,75133003,Impairment level: better eye: moderate impairment: lesser eye: profound impairment (disorder),Impairment level: moderate impairment of both eyes (disorder)
23320001,36676002,Impairment level: better eye: moderate impairment: lesser eye: profound impairment (disorder),Impairment level: profound impairment of both eyes (disorder)
289757005,289633002,Finding of form of uterine cervix (finding),Finding of form of uterus (finding)
210846008,429421009,Injury of superficial palmar arch (disorder),Injury of artery of hand (disorder)
196885001,280133005,Obstructed epigastric hernia (disorder),Disorder of soft tissue of trunk (disorder)
292051004,292052006,Dipipanone adverse reaction (disorder),Methadone adverse reaction (disorder)
124139007,124226002,Deficiency of mannitol dehydrogenase (disorder),Deficiency of dehydrogenase (disorder)
263200003,275329003,Volar Barton's fracture (disorder),Dislocation of radius - distal (disorder)
95167003,126909004,Neoplasm of uncertain behavior of uterus (disorder),Neoplasm of body of uterus (disorder)
126993007,126994001,Neoplasm of peripheral nerves of pelvis (disorder),Neoplasm of peripheral nerves of trunk (disorder)
126993007,239990000,Neoplasm of peripheral nerves of pelvis (disorder),Soft tissue lesion of pelvic region (disorder)
723845003,723844004,Primary chondrosarcoma of articular cartilage of pelvis (disorder),Primary chondrosarcoma of articular cartilage of limb (disorder)
73654006,72970002,Normal arterial pulse pressure (finding),Normal vital signs (finding)
716864001,189176002,Hemorrhagic fever with renal syndrome (disorder),Infectious disease of genitourinary system (disorder)
716864001,128070006,Hemorrhagic fever with renal syndrome (disorder),Infectious disease of abdomen (disorder)
80908008,42930003,Ornithine carbamoyltransferase deficiency (disorder),Inborn error of amino acid metabolism (disorder)
715089000,715088008,Dependent transfer from bed to chair (finding),Dependent transfer from chair to bed (finding)
262637006,429433004,Contusion of gingivae (disorder),Injury of soft tissue of face (disorder)
10566007,363251008,Otosclerosis involving round window (disorder),Otosclerosis of middle ear (disorder)
271107000,429433004,Traumatic blister of face (disorder),Injury of soft tissue of face (disorder)
371973000,126909004,Malignant neoplasm of uterus (disorder),Neoplasm of body of uterus (disorder)
57835009,42930003,Hepatic methionine adenosyltransferase deficiency (disorder),Inborn error of amino acid metabolism (disorder)
15631781000119105,971000119105,Spider vein of left lower limb (disorder),Telangiectasia of limb (disorder)
15631781000119105,280136002,Spider vein of left lower limb (disorder),Disorder of soft tissue of lower limb (disorder)
15631781000119105,400202001,Spider vein of left lower limb (disorder),Disorder of skin of lower limb (disorder)
449541000124106,300438007,Regular bowel action (finding),Gastrointestinal tract normal (finding)
74297002,280132000,Injury of cervical nerve roots (disorder),Disorder of soft tissue of neck (disorder)
74297002,282759009,Injury of cervical nerve roots (disorder),Injury of back of neck (disorder)
287123004,211008009,Insect bite to eyelids - nonvenomous (disorder),"Insect bite, nonvenomous, of face (disorder)"
286330009,365032007,Difficulty producing voice (finding),Finding related to ability to perform functions related to communication (finding)
200237000,200238005,Postnatal deep vein thrombosis - delivered with postnatal complication (disorder),Postnatal deep vein thrombosis with postnatal complication (disorder)
363165003,720349002,Infectious sequelae of disorders (disorder),Sequelae of infectious disease (disorder)
59761008,42930003,Glutamate formiminotransferase deficiency (disorder),Inborn error of amino acid metabolism (disorder)
202592003,280136002,Synovial osteochondromatosis of first metatarsophalangeal joint (disorder),Disorder of soft tissue of lower limb (disorder)
249491009,300358007,Drink comes down nose (finding),Functional finding of gastrointestinal tract (finding)
111390002,733729003,Dominant primary localized cutaneous amyloidosis (disorder),Primary localized cutaneous amyloidosis (disorder)
250096009,366671003,Form of ankle (finding),Finding of form of joint (finding)
299467004,299224005,Finding of proportion of foot (finding),Finding of proportion of lower limb (finding)
724976002,724973005,Strain of tendon of extensor muscle of finger at forearm level (disorder),Injury of tendon of extensor muscle of finger at forearm level (disorder)
211557000,125646009,"Open crush injury, scapular area (disorder)",Open wound of scapular region (disorder)
299906001,271805006,Heat sensation absent (finding),Anesthesia of skin (finding)
208040009,269078005,Open fracture of thoracic spine with spinal cord lesion (disorder),Fracture of spine with spinal cord lesion (disorder)
162567005,473302008,Family aware of diagnosis (finding),Aware of diagnosis (finding)
399929008,92537005,Bowenoid papulosis of anus with anal intraepithelial neoplasia grade III (disorder),Carcinoma in situ of anus (disorder)
189371000,95093007,Neoplasm of uncertain behavior of gums (disorder),Neoplasm of uncertain behavior of soft tissues of face (disorder)
360878001,124557003,Deficiency of inosine nucleosidase (disorder),Deficiency of nucleosidase (disorder)
94567000,188099008,Secondary malignant neoplasm of skin of nose (disorder),Malignant neoplasm of skin of nose (external) (disorder)
49561003,23431000119106,Rupture of gravid uterus before onset of labor (disorder),Rupture of uterus during labor (disorder)
298451003,298229008,Normal active range of cervical spine right rotation (finding),Active range of joint movement normal (finding)
15631571000119102,15998311000119103,Scarred macula of left eye (disorder),Disorder of macula of left eye (disorder)
444855007,280133005,Arteriosclerosis of coronary artery bypass graft of transplanted heart (disorder),Disorder of soft tissue of trunk (disorder)
92361002,449141000,Benign neoplasm of skin of foot (disorder),Benign neoplasm of soft tissue of foot (disorder)
54137008,363092007,Vitamin E deficiency (disorder),Disorder of vitamin E (disorder)
110253007,429433004,Contusion of maxillary attached gingiva (disorder),Injury of soft tissue of face (disorder)
448966009,93247001,Hypoplasia of trabecular portion of right ventricle (disorder),Congenital hypoplasia of cardiac ventricle (disorder)
313234004,271511000,Hepatitis B antibody present (finding),Hepatitis B immune (finding)
202583001,280135003,Synovial osteochondromatosis of distal interphalangeal joint of finger (disorder),Disorder of soft tissue of upper limb (disorder)
299136009,299130003,Thumb joint deformity (finding),Deformity of thumb (finding)
240463005,128117002,Acute neurological rabies (disorder),Infectious disease of central nervous system (disorder)
36524008,193409008,Hyaline dystrophy of Bruch's membrane (disorder),Hyaline retinal dystrophy (disorder)
6594005,87536007,Cerebrovascular disorder in the puerperium (disorder),Central nervous system complication (disorder)
209145009,90460009,Closed spinal subluxation with complete cervical cord lesion (disorder),Injury of neck (disorder)
209145009,209037002,Closed spinal subluxation with complete cervical cord lesion (disorder),Closed dislocation cervical spine (disorder)
301291000119104,12451000132108,Repetitive strain injury of right shoulder (disorder),Repetitive strain injury of upper limb (disorder)
262937009,280132000,Injury to blood vessel of neck (disorder),Disorder of soft tissue of neck (disorder)
248318007,248307007,"Loss of body fat, evenly distributed (finding)",Body fat evenly distributed (finding)
249740005,298351002,Proximal shortening of arm (finding),Finding of form of bone (finding)
124140009,124226002,Deficiency of inosine monophosphate dehydrogenase (disorder),Deficiency of dehydrogenase (disorder)
10806041000119104,35046003,Infection of nipple associated with lactation (disorder),Disorder of lactation (disorder)
237327008,280136002,Obstetric pelvic ligament damage (disorder),Disorder of soft tissue of lower limb (disorder)
237327008,116225000,Obstetric pelvic ligament damage (disorder),Complication of injury (disorder)
1082101000119106,372125008,Primary squamous cell carcinoma of skin of left lower limb (disorder),Carcinoma of skin of lower limb (disorder)
229991007,229989004,Half low wing arm position (finding),Low wing arm position (finding)
240432006,128116006,Tetanus with trismus (disorder),Infectious disease of nervous system (disorder)
192717007,87536007,Post measles vaccination encephalitis (disorder),Central nervous system complication (disorder)
209444000,384710005,Sprain volar radiocarpal ligament superficial (disorder),Sprain of radiocarpal ligament (disorder)
721642005,721640002,Primary neuroendocrine carcinoma of overlapping lesion of stomach (disorder),Primary neuroendocrine carcinoma of body of stomach (disorder)
299047000,298754007,Finding of measures of hand (finding),Finding of measures of upper limb (finding)
77546004,28081005,Open fracture of six ribs (disorder),Open fracture of multiple ribs (disorder)
707535004,707585008,Primary squamous cell carcinoma of lateral wall of oropharynx (disorder),Primary squamous cell carcinoma of oropharynx (disorder)
707535004,733345003,Primary squamous cell carcinoma of lateral wall of oropharynx (disorder),Primary squamous cell carcinoma of pharynx (disorder)
422378004,188099008,Squamous cell carcinoma of bridge of nose (disorder),Malignant neoplasm of skin of nose (external) (disorder)
704350002,160877008,At risk of impaired child development (finding),Child at risk (finding)
11833791000119103,11833631000119105,Sprain of talofibular ligament of left ankle (disorder),Sprain of left ankle (disorder)
302815008,363505006,Malignant tumor of frenum of lip (disorder),Malignant tumor of oral cavity (disorder)
262627001,429433004,Laceration of buccal mucosa (disorder),Injury of soft tissue of face (disorder)
724911001,239954007,Injury of bursa at shoulder level (disorder),Soft tissue lesion of shoulder region (disorder)
49292002,363056008,Familial partial lipodystrophy (disorder),Degenerative disorder of extremity (disorder)
49292002,280133005,Familial partial lipodystrophy (disorder),Disorder of soft tissue of trunk (disorder)
49292002,280134004,Familial partial lipodystrophy (disorder),Disorder of soft tissue of limb (disorder)
284612008,225903007,Difficulty controlling aggression (finding),Difficulty controlling behavior (finding)
286346001,289192006,Does produce appropriate voice quality (finding),Finding of quality of speech (finding)
283131008,274197007,Superficial traumatic blister of lower limb (disorder),Superficial injury of lower limb (disorder)
126621002,280135003,Neoplasm of muscle of upper limb (disorder),Disorder of soft tissue of upper limb (disorder)
185479006,185481008,Patient dissatisfied with result (finding),Dissatisfied with doctor (finding)
11315281000119100,12020001000004102,Pathological fracture of right rib (disorder),Fracture of right rib (disorder)
109822001,109349007,Overlapping malignant neoplasm of lip (disorder),Overlapping malignant neoplasm of soft tissues (disorder)
298603001,298182007,Increased active range of lumbar spine flexion (finding),Active range of joint movement increased (finding)
308641006,184061005,Patient deregistration status (finding),Patient registration status (finding)
94554003,94585007,Secondary malignant neoplasm of skin of face (disorder),Secondary malignant neoplasm of soft tissues of face (disorder)
93269008,253959002,Congenital hypoplasia of ischium (disorder),Hypoplasia of lower limb (disorder)
208852003,208831006,Open traumatic subluxation lunate (volar) (disorder),Open traumatic dislocation lunate (volar) (disorder)
385355006,385356007,Residual tumor stage finding (finding),Tumor stage finding (finding)
262662006,429417002,Penetrating injury of intraoral surface of lip (disorder),Penetrating wound of soft tissue (disorder)
187144000,68566005,Hydatid cyst of kidney (disorder),Urinary tract infectious disease (disorder)
298908008,298230003,Normal passive range of elbow supination (finding),Passive range of joint movement normal (finding)
10759351000119103,10741751000119100,Sickle cell anemia in mother complicating childbirth (disorder),Anemia in mother complicating childbirth (disorder)
225636006,48079002,Anxiety about forced dependence (finding),Disturbance in mood (finding)
44814008,116225000,Miscarriage with laceration of periurethral tissue (disorder),Complication of injury (disorder)
15738161000119104,12239261000119105,Cataract of right eye due ocular disease (disorder),Cataract of right eye (disorder)
188780006,254391002,Benign tumor of labial mucosa (disorder),Tumor of labial mucosa (disorder)
10928921000119106,29750001000004107,Closed supracondylar fracture of left humerus (disorder),Supracondylar fracture of left humerus (disorder)
124549001,124407008,Deficiency of triphosphoric monoester hydrolase (disorder),Deficiency of hydrolase (disorder)
19564003,116225000,Illegal abortion with laceration of periurethral tissue (disorder),Complication of injury (disorder)
208529008,704409006,"Closed fracture proximal femur, subcapital, Garden grade II (disorder)",Closed subcapital fracture of neck of femur (disorder)
10821451000119106,11853971000119103,Open fracture of cuboid bone of right foot (disorder),Injury of right foot (disorder)
10821451000119106,10823251000119106,Open fracture of cuboid bone of right foot (disorder),Open fracture of right foot (disorder)
8519009,73342002,Acute tracheitis with obstruction (disorder),Obstruction of trachea (disorder)
211567005,125650002,"Open crush injury, elbow area (disorder)",Open wound of elbow (disorder)
724968004,280135003,Laceration of flexor muscle at forearm level (disorder),Disorder of soft tissue of upper limb (disorder)
724968004,724940003,Laceration of flexor muscle at forearm level (disorder),Injury of muscle at forearm level (disorder)
249742002,298351002,Distal shortening of arm (finding),Finding of form of bone (finding)
716274007,402536001,Nodular basal cell carcinoma of skin (disorder),Basal cell carcinoma - primary (disorder)
92998007,430886005,Congenital anomaly of caudal vertebra (disorder),Disorder of vertebra (disorder)
283629000,283625006,Needle stick injury of groin (disorder),Needle stick injury of abdomen (disorder)
283629000,283630005,Needle stick injury of groin (disorder),Needle stick injury of lower limb (disorder)
402818009,188099008,Basal cell carcinoma of nose (disorder),Malignant neoplasm of skin of nose (external) (disorder)
298815004,298230003,Normal passive range of shoulder adduction (finding),Passive range of joint movement normal (finding)
302037002,263093003,Open fracture dislocation of metatarsophalangeal joint (disorder),Fracture dislocation of toe joint (disorder)
403237004,403238009,Pale white constitutive skin color (finding),White constitutive skin color (finding)
10835781000119105,10759311000119104,Amniotic fluid embolism in childbirth (disorder),Pulmonary embolism in childbirth (disorder)
298429006,298229008,Normal active range of cervical spine right lateral flexion (finding),Active range of joint movement normal (finding)
191856006,86401000119104,"Glue sniffing dependence, episodic (disorder)","Inhalant dependence, episodic (disorder)"
191856006,153501000119105,"Glue sniffing dependence, episodic (disorder)","Drug dependence, episodic (disorder)"
315056009,280133005,Pudendal nerve neuropathy (disorder),Disorder of soft tissue of trunk (disorder)
312646002,429433004,Burn of skin of eye region (disorder),Injury of soft tissue of face (disorder)
125661000119107,247353003,Biliary colic with obstruction (finding),Site of abdominal pain (finding)
403190006,288509005,First degree burn (disorder),Burn of skin of body region (disorder)
188268004,448274000,Malignant neoplasm of connective tissue of orbit (disorder),Malignant neoplasm of connective tissue (disorder)
238661000,238651007,Oral Wickham's striae in lichen planus (disorder),Wickham's striae in lichen planus (disorder)
247142004,414032001,Retinal pigmentation grouped (disorder),Disorder of pigmentation (disorder)
10933961000119106,10936361000119104,Closed fracture of glenoid cavity of right scapula (disorder),Closed fracture of body of right scapula (disorder)
10933961000119106,36991002,Closed fracture of glenoid cavity of right scapula (disorder),Closed fracture of upper limb (disorder)
10933961000119106,29749002,Closed fracture of glenoid cavity of right scapula (disorder),Closed fracture of scapula (disorder)
460963006,460967007,Anomalous origin of ligamentum arteriosum from right subclavian artery (disorder),Right ligamentum arteriosum (disorder)
460963006,460958007,Anomalous origin of ligamentum arteriosum from right subclavian artery (disorder),Anomalous origin of ligamentum arteriosum from aortic arch (disorder)
92283000,92024004,Benign neoplasm of pelvic bone (disorder),Benign neoplasm of bone of lower limb (disorder)
304741000119103,451431000124104,Acquired left equinovarus deformity (disorder),Disorder of left lower extremity (disorder)
51174006,43645004,Congenital melanosis of sclera (disorder),Degenerative disorder of sclera (disorder)
16473021000119107,419199007,Allergy to opiate agonist (disorder),Allergy to substance (disorder)
125611001,385424001,Traumatic dislocation of sacroiliac joint (disorder),Injury of connective tissue (disorder)
125611001,282766005,Traumatic dislocation of sacroiliac joint (disorder),Lower back injury (disorder)
142641000119101,142661000119102,Retained glass fragment foreign body (disorder),Retained foreign body (disorder)
12064008,22043005,Hypoplasia of endometrium (disorder),Noninflammatory disorder of uterus (disorder)
124541003,124407008,Deficiency of carboxylic ester hydrolase (disorder),Deficiency of hydrolase (disorder)
276703007,363054006,Osteopenia of prematurity (disorder),Degenerative disorder of bone (disorder)
442942009,363056008,Chondrocalcinosis of knee joint (disorder),Degenerative disorder of extremity (disorder)
442942009,363055007,Chondrocalcinosis of knee joint (disorder),Degenerative disorder of cartilage (disorder)
298800000,298182007,Increased active range of shoulder abduction (finding),Active range of joint movement increased (finding)
720519003,280133005,"Atherosclerosis, deafness, diabetes, epilepsy, nephropathy syndrome (disorder)",Disorder of soft tissue of trunk (disorder)
720519003,128052008,"Atherosclerosis, deafness, diabetes, epilepsy, nephropathy syndrome (disorder)",Vascular disease of abdomen (disorder)
55343006,72998004,Burn of back of hand (disorder),Burn of back (disorder)
124144000,124228001,Deficiency of hexose oxidase (disorder),Deficiency of oxidase (disorder)
423095007,88577008,Congenital plagiocephaly with pelvic obliquity (disorder),Deformity of pelvis (disorder)
75652008,42930003,Familial renal iminoglycinuria (disorder),Inborn error of amino acid metabolism (disorder)
230203007,128117002,Intracranial pyogenic abscess (disorder),Infectious disease of central nervous system (disorder)
709459004,116225000,Laceration of nasal sinus with complication (disorder),Complication of injury (disorder)
471000119102,720016003,Somatic dysfunction of sacroiliac joint (finding),Somatic dysfunction of pelvic region (finding)
93450001,91860005,Erythroleukemia in remission (disorder),Acute myeloid leukemia in remission (disorder)
44333005,125661005,Open medial dislocation of proximal end of tibia (disorder),Open wound of lower leg (disorder)
44333005,385424001,Open medial dislocation of proximal end of tibia (disorder),Injury of connective tissue (disorder)
15720481000119102,363056008,Chondromalacia of left knee (disorder),Degenerative disorder of extremity (disorder)
15720481000119102,363055007,Chondromalacia of left knee (disorder),Degenerative disorder of cartilage (disorder)
124351003,124406004,Deficiency of polyribonucleotide nucleotidyltransferase (disorder),Deficiency of nucleotidyltransferase (disorder)
210360003,429433004,Open wound of buccal mucosa (disorder),Injury of soft tissue of face (disorder)
66119008,116225000,Disruption of perineal laceration repair in the puerperium (disorder),Complication of injury (disorder)
15736641000119105,12239461000119106,Neovascular glaucoma of left eye (disorder),Glaucoma of left eye (disorder)
64852002,42930003,Sarcosine dehydrogenase deficiency (disorder),Inborn error of amino acid metabolism (disorder)
722867009,280133005,Idiopathic portal hypertension (disorder),Disorder of soft tissue of trunk (disorder)
253916007,280135003,Aberrant muscle of the upper limb (disorder),Disorder of soft tissue of upper limb (disorder)
277820005,48079002,Anxiety about vomiting in public (finding),Disturbance in mood (finding)
